Date;2022-11-18;;#;N_mob;Amp;;#;P_mob;Amp
;;;1715;0,87172;0;;1715;0,83492;-87
;;;1716;0,87134;0;;1716;0,83459;-86
;;;1717;0,87096;-2;;1717;0,83426;-80
;;;1718;0,87059;-2;;1718;0,83393;-82
;;;1719;0,87021;0;;1719;0,83360;-76
;;;1720;0,86984;0;;1720;0,83327;-77
;;;1721;0,86946;0;;1721;0,83294;-79
;;;1722;0,86909;0;;1722;0,83260;-83
;;;1723;0,86871;2;;1723;0,83227;-86
;;;1724;0,86834;3;;1724;0,83194;-89
;;;1725;0,86797;5;;1725;0,83162;-93
;;;1726;0,86759;4;;1726;0,83129;-100
;;;1727;0,86722;4;;1727;0,83096;-98
;;;1728;0,86685;4;;1728;0,83063;-101
;;;1729;0,86647;2;;1729;0,83030;-98
;;;1730;0,86610;0;;1730;0,82997;-104
;;;1731;0,86573;0;;1731;0,82964;-104
;;;1732;0,86536;2;;1732;0,82932;-102
;;;1733;0,86499;2;;1733;0,82899;-107
;;;1734;0,86462;1;;1734;0,82866;-108
;;;1735;0,86425;2;;1735;0,82833;-107
;;;1736;0,86388;0;;1736;0,82801;-105
;;;1737;0,86351;0;;1737;0,82768;-105
;;;1738;0,86314;-1;;1738;0,82735;-102
;;;1739;0,86277;-3;;1739;0,82703;-100
;;;1740;0,86240;-3;;1740;0,82670;-98
;;;1741;0,86203;-3;;1741;0,82638;-97
;;;1742;0,86166;-1;;1742;0,82605;-93
;;;1743;0,86129;-1;;1743;0,82573;-98
;;;1744;0,86093;0;;1744;0,82540;-97
;;;1745;0,86056;0;;1745;0,82508;-94
;;;1746;0,86019;0;;1746;0,82475;-93
;;;1747;0,85983;0;;1747;0,82443;-91
;;;1748;0,85946;1;;1748;0,82411;-90
;;;1749;0,85909;0;;1749;0,82378;-87
;;;1750;0,85873;0;;1750;0,82346;-91
;;;1751;0,85836;0;;1751;0,82314;-93
;;;1752;0,85800;3;;1752;0,82281;-101
;;;1753;0,85763;3;;1753;0,82249;-101
;;;1754;0,85727;6;;1754;0,82217;-97
;;;1755;0,85690;6;;1755;0,82185;-101
;;;1756;0,85654;4;;1756;0,82153;-104
;;;1757;0,85618;6;;1757;0,82120;-111
;;;1758;0,85581;4;;1758;0,82088;-109
;;;1759;0,85545;5;;1759;0,82056;-105
;;;1760;0,85509;6;;1760;0,82024;-107
;;;1761;0,85473;5;;1761;0,81992;-104
;;;1762;0,85436;3;;1762;0,81960;-102
;;;1763;0,85400;2;;1763;0,81928;-97
;;;1764;0,85364;1;;1764;0,81896;-91
;;;1765;0,85328;1;;1765;0,81864;-89
;;;1766;0,85292;2;;1766;0,81832;-90
;;;1767;0,85256;1;;1767;0,81800;-93
;;;1768;0,85220;0;;1768;0,81768;-90
;;;1769;0,85184;1;;1769;0,81737;-91
;;;1770;0,85148;0;;1770;0,81705;-95
;;;1771;0,85112;0;;1771;0,81673;-94
;;;1772;0,85076;-2;;1772;0,81641;-91
;;;1773;0,85040;0;;1773;0,81610;-94
;;;1774;0,85004;0;;1774;0,81578;-90
;;;1775;0,84968;0;;1775;0,81546;-87
;;;1776;0,84933;0;;1776;0,81514;-83
;;;1777;0,84897;0;;1777;0,81483;-86
;;;1778;0,84861;0;;1778;0,81451;-87
;;;1779;0,84826;-2;;1779;0,81420;-91
;;;1780;0,84790;-1;;1780;0,81388;-95
;;;1781;0,84754;-3;;1781;0,81356;-94
;;;1782;0,84719;0;;1782;0,81325;-91
;;;1783;0,84683;-1;;1783;0,81293;-91
;;;1784;0,84648;0;;1784;0,81262;-94
;;;1785;0,84612;0;;1785;0,81231;-95
;;;1786;0,84577;0;;1786;0,81199;-101
;;;1787;0,84541;0;;1787;0,81168;-101
;;;1788;0,84506;0;;1788;0,81136;-100
;;;1789;0,84470;0;;1789;0,81105;-100
;;;1790;0,84435;1;;1790;0,81074;-102
;;;1791;0,84400;2;;1791;0,81042;-100
;;;1792;0,84364;0;;1792;0,81011;-101
;;;1793;0,84329;3;;1793;0,80980;-100
;;;1794;0,84294;4;;1794;0,80949;-98
;;;1795;0,84259;3;;1795;0,80917;-98
;;;1796;0,84223;6;;1796;0,80886;-102
;;;1797;0,84188;6;;1797;0,80855;-101
;;;1798;0,84153;6;;1798;0,80824;-105
;;;1799;0,84118;4;;1799;0,80793;-95
;;;1800;0,84083;6;;1800;0,80762;-97
;;;1801;0,84048;3;;1801;0,80731;-91
;;;1802;0,84013;4;;1802;0,80700;-94
;;;1803;0,83978;3;;1803;0,80669;-94
;;;1804;0,83943;4;;1804;0,80638;-100
;;;1805;0,83908;6;;1805;0,80607;-101
;;;1806;0,83873;6;;1806;0,80576;-104
;;;1807;0,83838;7;;1807;0,80545;-114
;;;1808;0,83804;8;;1808;0,80514;-115
;;;1809;0,83769;7;;1809;0,80483;-116
;;;1810;0,83734;9;;1810;0,80452;-114
;;;1811;0,83699;9;;1811;0,80421;-108
;;;1812;0,83665;7;;1812;0,80391;-108
;;;1813;0,83630;5;;1813;0,80360;-105
;;;1814;0,83595;4;;1814;0,80329;-100
;;;1815;0,83561;3;;1815;0,80298;-101
;;;1816;0,83526;3;;1816;0,80268;-94
;;;1817;0,83491;1;;1817;0,80237;-95
;;;1818;0,83457;0;;1818;0,80206;-98
;;;1819;0,83422;0;;1819;0,80176;-94
;;;1820;0,83388;3;;1820;0,80145;-90
;;;1821;0,83353;4;;1821;0,80114;-91
;;;1822;0,83319;0;;1822;0,80084;-89
;;;1823;0,83285;0;;1823;0,80053;-89
;;;1824;0,83250;0;;1824;0,80023;-89
;;;1825;0,83216;0;;1825;0,79992;-86
;;;1826;0,83182;6;;1826;0,79962;-84
;;;1827;0,83147;6;;1827;0,79931;-91
;;;1828;0,83113;6;;1828;0,79901;-91
;;;1829;0,83079;6;;1829;0,79871;-95
;;;1830;0,83045;4;;1830;0,79840;-98
;;;1831;0,83010;6;;1831;0,79810;-101
;;;1832;0,82976;7;;1832;0,79779;-94
;;;1833;0,82942;6;;1833;0,79749;-97
;;;1834;0,82908;3;;1834;0,79719;-101
;;;1835;0,82874;5;;1835;0,79689;-101
;;;1836;0,82840;3;;1836;0,79658;-107
;;;1837;0,82806;3;;1837;0,79628;-105
;;;1838;0,82772;0;;1838;0,79598;-104
;;;1839;0,82738;1;;1839;0,79568;-98
;;;1840;0,82704;2;;1840;0,79538;-95
;;;1841;0,82670;1;;1841;0,79507;-98
;;;1842;0,82636;2;;1842;0,79477;-94
;;;1843;0,82602;5;;1843;0,79447;-91
;;;1844;0,82569;4;;1844;0,79417;-90
;;;1845;0,82535;3;;1845;0,79387;-87
;;;1846;0,82501;0;;1846;0,79357;-86
;;;1847;0,82467;1;;1847;0,79327;-90
;;;1848;0,82434;0;;1848;0,79297;-95
;;;1849;0,82400;1;;1849;0,79267;-100
;;;1850;0,82366;0;;1850;0,79237;-98
;;;1851;0,82333;0;;1851;0,79207;-101
;;;1852;0,82299;0;;1852;0,79178;-105
;;;1853;0,82266;0;;1853;0,79148;-102
;;;1854;0,82232;0;;1854;0,79118;-98
;;;1855;0,82199;0;;1855;0,79088;-98
;;;1856;0,82165;2;;1856;0,79058;-91
;;;1857;0,82132;0;;1857;0,79029;-91
;;;1858;0,82098;0;;1858;0,78999;-90
;;;1859;0,82065;0;;1859;0,78969;-89
;;;1860;0,82031;0;;1860;0,78939;-86
;;;1861;0,81998;-1;;1861;0,78910;-83
;;;1862;0,81965;0;;1862;0,78880;-86
;;;1863;0,81931;0;;1863;0,78850;-83
;;;1864;0,81898;2;;1864;0,78821;-86
;;;1865;0,81865;3;;1865;0,78791;-84
;;;1866;0,81832;2;;1866;0,78762;-87
;;;1867;0,81799;3;;1867;0,78732;-95
;;;1868;0,81765;6;;1868;0,78703;-98
;;;1869;0,81732;6;;1869;0,78673;-111
;;;1870;0,81699;6;;1870;0,78644;-112
;;;1871;0,81666;8;;1871;0,78614;-115
;;;1872;0,81633;6;;1872;0,78585;-114
;;;1873;0,81600;3;;1873;0,78555;-114
;;;1874;0,81567;2;;1874;0,78526;-111
;;;1875;0,81534;1;;1875;0,78497;-108
;;;1876;0,81501;0;;1876;0,78467;-109
;;;1877;0,81468;0;;1877;0,78438;-104
;;;1878;0,81435;0;;1878;0,78409;-102
;;;1879;0,81402;0;;1879;0,78379;-95
;;;1880;0,81370;0;;1880;0,78350;-98
;;;1881;0,81337;1;;1881;0,78321;-97
;;;1882;0,81304;1;;1882;0,78292;-97
;;;1883;0,81271;1;;1883;0,78262;-97
;;;1884;0,81238;3;;1884;0,78233;-102
;;;1885;0,81206;1;;1885;0,78204;-102
;;;1886;0,81173;3;;1886;0,78175;-107
;;;1887;0,81140;0;;1887;0,78146;-108
;;;1888;0,81108;-2;;1888;0,78117;-105
;;;1889;0,81075;-1;;1889;0,78088;-97
;;;1890;0,81043;-2;;1890;0,78059;-93
;;;1891;0,81010;-1;;1891;0,78030;-91
;;;1892;0,80978;0;;1892;0,78001;-90
;;;1893;0,80945;0;;1893;0,77972;-87
;;;1894;0,80913;-1;;1894;0,77943;-90
;;;1895;0,80880;0;;1895;0,77914;-94
;;;1896;0,80848;2;;1896;0,77885;-93
;;;1897;0,80815;4;;1897;0,77856;-94
;;;1898;0,80783;6;;1898;0,77827;-95
;;;1899;0,80751;7;;1899;0,77798;-93
;;;1900;0,80718;6;;1900;0,77769;-97
;;;1901;0,80686;5;;1901;0,77741;-98
;;;1902;0,80654;6;;1902;0,77712;-100
;;;1903;0,80622;3;;1903;0,77683;-98
;;;1904;0,80589;6;;1904;0,77654;-104
;;;1905;0,80557;3;;1905;0,77626;-104
;;;1906;0,80525;3;;1906;0,77597;-104
;;;1907;0,80493;2;;1907;0,77568;-104
;;;1908;0,80461;2;;1908;0,77540;-102
;;;1909;0,80429;0;;1909;0,77511;-107
;;;1910;0,80397;0;;1910;0,77482;-108
;;;1911;0,80365;0;;1911;0,77454;-105
;;;1912;0,80333;0;;1912;0,77425;-104
;;;1913;0,80301;-1;;1913;0,77397;-101
;;;1914;0,80269;-2;;1914;0,77368;-95
;;;1915;0,80237;-2;;1915;0,77340;-93
;;;1916;0,80205;-3;;1916;0,77311;-93
;;;1917;0,80173;-1;;1917;0,77283;-95
;;;1918;0,80141;0;;1918;0,77254;-98
;;;1919;0,80109;0;;1919;0,77226;-98
;;;1920;0,80077;0;;1920;0,77197;-101
;;;1921;0,80046;1;;1921;0,77169;-94
;;;1922;0,80014;2;;1922;0,77141;-95
;;;1923;0,79982;3;;1923;0,77112;-100
;;;1924;0,79951;2;;1924;0,77084;-101
;;;1925;0,79919;1;;1925;0,77056;-100
;;;1926;0,79887;1;;1926;0,77027;-98
;;;1927;0,79856;3;;1927;0,76999;-95
;;;1928;0,79824;0;;1928;0,76971;-100
;;;1929;0,79792;0;;1929;0,76943;-101
;;;1930;0,79761;0;;1930;0,76915;-105
;;;1931;0,79729;0;;1931;0,76886;-108
;;;1932;0,79698;1;;1932;0,76858;-102
;;;1933;0,79666;3;;1933;0,76830;-100
;;;1934;0,79635;2;;1934;0,76802;-95
;;;1935;0,79603;0;;1935;0,76774;-95
;;;1936;0,79572;1;;1936;0,76746;-94
;;;1937;0,79541;0;;1937;0,76718;-93
;;;1938;0,79509;0;;1938;0,76690;-100
;;;1939;0,79478;1;;1939;0,76662;-105
;;;1940;0,79447;0;;1940;0,76634;-109
;;;1941;0,79415;1;;1941;0,76606;-112
;;;1942;0,79384;1;;1942;0,76578;-119
;;;1943;0,79353;0;;1943;0,76550;-122
;;;1944;0,79322;0;;1944;0,76522;-125
;;;1945;0,79291;0;;1945;0,76494;-120
;;;1946;0,79259;3;;1946;0,76466;-120
;;;1947;0,79228;6;;1947;0,76438;-120
;;;1948;0,79197;6;;1948;0,76411;-118
;;;1949;0,79166;7;;1949;0,76383;-114
;;;1950;0,79135;9;;1950;0,76355;-112
;;;1951;0,79104;8;;1951;0,76327;-108
;;;1952;0,79073;9;;1952;0,76299;-105
;;;1953;0,79042;8;;1953;0,76272;-105
;;;1954;0,79011;7;;1954;0,76244;-104
;;;1955;0,78980;7;;1955;0,76216;-107
;;;1956;0,78949;5;;1956;0,76189;-109
;;;1957;0,78918;3;;1957;0,76161;-108
;;;1958;0,78887;1;;1958;0,76133;-109
;;;1959;0,78857;2;;1959;0,76106;-108
;;;1960;0,78826;0;;1960;0,76078;-109
;;;1961;0,78795;0;;1961;0,76051;-109
;;;1962;0,78764;-1;;1962;0,76023;-108
;;;1963;0,78733;0;;1963;0,75996;-111
;;;1964;0,78703;3;;1964;0,75968;-108
;;;1965;0,78672;3;;1965;0,75941;-108
;;;1966;0,78641;0;;1966;0,75913;-107
;;;1967;0,78611;3;;1967;0,75886;-107
;;;1968;0,78580;4;;1968;0,75858;-102
;;;1969;0,78550;6;;1969;0,75831;-107
;;;1970;0,78519;6;;1970;0,75803;-111
;;;1971;0,78488;6;;1971;0,75776;-116
;;;1972;0,78458;6;;1972;0,75749;-114
;;;1973;0,78427;4;;1973;0,75721;-114
;;;1974;0,78397;2;;1974;0,75694;-107
;;;1975;0,78366;2;;1975;0,75667;-105
;;;1976;0,78336;0;;1976;0,75640;-105
;;;1977;0,78306;-1;;1977;0,75612;-105
;;;1978;0,78275;-3;;1978;0,75585;-100
;;;1979;0,78245;-3;;1979;0,75558;-100
;;;1980;0,78214;-3;;1980;0,75531;-93
;;;1981;0,78184;-3;;1981;0,75503;-94
;;;1982;0,78154;-1;;1982;0,75476;-90
;;;1983;0,78124;-5;;1983;0,75449;-94
;;;1984;0,78093;-3;;1984;0,75422;-87
;;;1985;0,78063;-2;;1985;0,75395;-90
;;;1986;0,78033;-1;;1986;0,75368;-87
;;;1987;0,78003;0;;1987;0,75341;-84
;;;1988;0,77973;1;;1988;0,75314;-86
;;;1989;0,77942;1;;1989;0,75287;-95
;;;1990;0,77912;2;;1990;0,75260;-98
;;;1991;0,77882;1;;1991;0,75233;-102
;;;1992;0,77852;0;;1992;0,75206;-101
;;;1993;0,77822;2;;1993;0,75179;-108
;;;1994;0,77792;0;;1994;0,75152;-104
;;;1995;0,77762;1;;1995;0,75125;-107
;;;1996;0,77732;2;;1996;0,75098;-111
;;;1997;0,77702;3;;1997;0,75071;-107
;;;1998;0,77672;6;;1998;0,75045;-109
;;;1999;0,77642;7;;1999;0,75018;-109
;;;2000;0,77613;7;;2000;0,74991;-109
