Date;2022-11-18;;#;N_mob;Amp;;#;P_mob;Amp
Time;12:34:19;;1;3,36192;1;;1;2,62375;-23
Device name;KE2-0-086-2018;;2;3,35633;4;;2;2,62047;-27
negMobCoeff;50,4287948608;;3;3,35075;0;;3;2,61720;-27
posMobCoeff;52,4749298096;;4;3,34519;2;;4;2,61394;-34
;;;5;3,33966;0;;5;2,61069;-36
;;;6;3,33414;0;;6;2,60745;-31
;;;7;3,32863;0;;7;2,60421;-34
;;;8;3,32315;2;;8;2,60099;-30
;;;9;3,31768;0;;9;2,59777;-31
;;;10;3,31224;3;;10;2,59456;-29
;;;11;3,30681;0;;11;2,59135;-30
;;;12;3,30139;0;;12;2,58816;-33
;;;13;3,29600;0;;13;2,58497;-30
;;;14;3,29062;0;;14;2,58179;-34
;;;15;3,28526;0;;15;2,57862;-31
;;;16;3,27992;2;;16;2,57546;-30
;;;17;3,27460;0;;17;2,57230;-30
;;;18;3,26929;2;;18;2,56915;-30
;;;19;3,26400;2;;19;2,56601;-25
;;;20;3,25873;2;;20;2,56288;-26
;;;21;3,25347;5;;21;2,55975;-23
;;;22;3,24823;3;;22;2,55663;-25
;;;23;3,24301;3;;23;2,55352;-22
;;;24;3,23780;6;;24;2,55042;-18
;;;25;3,23262;6;;25;2,54733;-18
;;;26;3,22744;6;;26;2,54424;-15
;;;27;3,22229;3;;27;2,54116;-12
;;;28;3,21715;1;;28;2,53809;-9
;;;29;3,21203;0;;29;2,53502;-5
;;;30;3,20692;0;;30;2,53196;1
;;;31;3,20183;0;;31;2,52891;22
;;;32;3,19675;-2;;32;2,52587;44
;;;33;3,19170;-2;;33;2,52283;72
;;;34;3,18665;0;;34;2,51980;104
;;;35;3,18163;0;;35;2,51678;143
;;;36;3,17662;0;;36;2,51377;191
;;;37;3,17162;0;;37;2,51076;253
;;;38;3,16664;0;;38;2,50776;324
;;;39;3,16168;0;;39;2,50477;408
;;;40;3,15673;0;;40;2,50178;502
;;;41;3,15180;0;;41;2,49881;600
;;;42;3,14688;0;;42;2,49583;717
;;;43;3,14198;-1;;43;2,49287;834
;;;44;3,13709;0;;44;2,48991;956
;;;45;3,13222;0;;45;2,48696;1083
;;;46;3,12737;0;;46;2,48402;1202
;;;47;3,12253;1;;47;2,48108;1328
;;;48;3,11770;2;;48;2,47815;1446
;;;49;3,11289;5;;49;2,47523;1557
;;;50;3,10809;6;;50;2,47232;1663
;;;51;3,10331;8;;51;2,46941;1756
;;;52;3,09854;7;;52;2,46651;1842
;;;53;3,09379;7;;53;2,46361;1914
;;;54;3,08905;6;;54;2,46072;1973
;;;55;3,08433;4;;55;2,45784;2016
;;;56;3,07962;4;;56;2,45497;2044
;;;57;3,07493;6;;57;2,45210;2062
;;;58;3,07025;4;;58;2,44924;2062
;;;59;3,06558;6;;59;2,44638;2055
;;;60;3,06093;5;;60;2,44354;2040
;;;61;3,05629;3;;61;2,44069;2010
;;;62;3,05167;2;;62;2,43786;1983
;;;63;3,04706;3;;63;2,43503;1934
;;;64;3,04246;3;;64;2,43221;1884
;;;65;3,03788;5;;65;2,42939;1835
;;;66;3,03331;9;;66;2,42659;1780
;;;67;3,02876;6;;67;2,42378;1720
;;;68;3,02422;9;;68;2,42099;1660
;;;69;3,01969;9;;69;2,41820;1600
;;;70;3,01517;9;;70;2,41542;1536
;;;71;3,01067;6;;71;2,41264;1471
;;;72;3,00619;3;;72;2,40987;1411
;;;73;3,00171;0;;73;2,40711;1348
;;;74;2,99725;1;;74;2,40435;1293
;;;75;2,99281;1;;75;2,40160;1233
;;;76;2,98837;1;;76;2,39885;1175
;;;77;2,98395;1;;77;2,39612;1119
;;;78;2,97954;2;;78;2,39338;1065
;;;79;2,97515;0;;79;2,39066;1016
;;;80;2,97077;3;;80;2,38794;965
;;;81;2,96640;1;;81;2,38522;917
;;;82;2,96204;2;;82;2,38252;870
;;;83;2,95770;2;;83;2,37982;831
;;;84;2,95337;2;;84;2,37712;791
;;;85;2,94905;3;;85;2,37443;755
;;;86;2,94475;5;;86;2,37175;723
;;;87;2,94045;7;;87;2,36907;684
;;;88;2,93617;8;;88;2,36640;655
;;;89;2,93191;8;;89;2,36374;623
;;;90;2,92765;7;;90;2,36108;593
;;;91;2,92341;7;;91;2,35842;572
;;;92;2,91918;6;;92;2,35578;546
;;;93;2,91496;6;;93;2,35314;524
;;;94;2,91075;7;;94;2,35050;499
;;;95;2,90656;6;;95;2,34787;481
;;;96;2,90238;6;;96;2,34525;458
;;;97;2,89821;5;;97;2,34263;440
;;;98;2,89405;3;;98;2,34002;429
;;;99;2,88990;6;;99;2,33741;415
;;;100;2,88577;8;;100;2,33481;401
;;;101;2,88165;7;;101;2,33222;394
;;;102;2,87753;8;;102;2,32963;381
;;;103;2,87344;7;;103;2,32705;371
;;;104;2,86935;7;;104;2,32447;365
;;;105;2,86527;6;;105;2,32190;353
;;;106;2,86121;6;;106;2,31933;346
;;;107;2,85716;7;;107;2,31677;336
;;;108;2,85311;8;;108;2,31422;330
;;;109;2,84908;9;;109;2,31167;325
;;;110;2,84507;10;;110;2,30913;315
;;;111;2,84106;9;;111;2,30659;305
;;;112;2,83706;8;;112;2,30406;300
;;;113;2,83308;6;;113;2,30153;297
;;;114;2,82910;8;;114;2,29901;296
;;;115;2,82514;8;;115;2,29650;289
;;;116;2,82119;8;;116;2,29399;287
;;;117;2,81725;11;;117;2,29148;285
;;;118;2,81332;13;;118;2,28898;282
;;;119;2,80940;14;;119;2,28649;276
;;;120;2,80550;16;;120;2,28400;276
;;;121;2,80160;16;;121;2,28152;276
;;;122;2,79771;16;;122;2,27904;272
;;;123;2,79384;14;;123;2,27657;267
;;;124;2,78997;13;;124;2,27410;265
;;;125;2,78612;14;;125;2,27164;257
;;;126;2,78228;18;;126;2,26919;260
;;;127;2,77845;17;;127;2,26674;264
;;;128;2,77462;18;;128;2,26429;264
;;;129;2,77081;19;;129;2,26185;265
;;;130;2,76701;23;;130;2,25942;265
;;;131;2,76322;27;;131;2,25699;267
;;;132;2,75944;26;;132;2,25456;275
;;;133;2,75567;28;;133;2,25214;283
;;;134;2,75191;32;;134;2,24973;290
;;;135;2,74816;34;;135;2,24732;293
;;;136;2,74442;33;;136;2,24492;294
;;;137;2,74070;35;;137;2,24252;300
;;;138;2,73698;33;;138;2,24013;310
;;;139;2,73327;29;;139;2,23774;315
;;;140;2,72957;25;;140;2,23535;328
;;;141;2,72588;23;;141;2,23298;347
;;;142;2,72220;23;;142;2,23060;362
;;;143;2,71853;22;;143;2,22823;368
;;;144;2,71487;22;;144;2,22587;381
;;;145;2,71123;24;;145;2,22351;385
;;;146;2,70759;24;;146;2,22116;397
;;;147;2,70396;24;;147;2,21881;413
;;;148;2,70034;25;;148;2,21647;422
;;;149;2,69673;28;;149;2,21413;425
;;;150;2,69313;28;;150;2,21180;424
;;;151;2,68954;27;;151;2,20947;424
;;;152;2,68595;26;;152;2,20715;429
;;;153;2,68238;24;;153;2,20483;433
;;;154;2,67882;28;;154;2,20252;445
;;;155;2,67527;29;;155;2,20021;449
;;;156;2,67172;32;;156;2,19790;457
;;;157;2,66819;34;;157;2,19560;460
;;;158;2,66467;32;;158;2,19331;477
;;;159;2,66115;33;;159;2,19102;488
;;;160;2,65764;29;;160;2,18874;511
;;;161;2,65415;29;;161;2,18646;534
;;;162;2,65066;29;;162;2,18418;561
;;;163;2,64718;32;;163;2,18191;602
;;;164;2,64371;36;;164;2,17964;646
;;;165;2,64025;40;;165;2,17738;692
;;;166;2,63680;48;;166;2,17513;749
;;;167;2,63336;58;;167;2,17287;807
;;;168;2,62992;70;;168;2,17063;869
;;;169;2,62650;84;;169;2,16839;934
;;;170;2,62308;108;;170;2,16615;1004
;;;171;2,61968;136;;171;2,16391;1073
;;;172;2,61628;168;;172;2,16169;1134
;;;173;2,61289;205;;173;2,15946;1200
;;;174;2,60951;247;;174;2,15724;1257
;;;175;2,60614;296;;175;2,15503;1315
;;;176;2,60278;343;;176;2,15282;1367
;;;177;2,59942;390;;177;2,15061;1417
;;;178;2,59608;438;;178;2,14841;1463
;;;179;2,59274;485;;179;2,14621;1500
;;;180;2,58941;530;;180;2,14402;1518
;;;181;2,58609;569;;181;2,14183;1543
;;;182;2,58278;603;;182;2,13965;1553
;;;183;2,57948;628;;183;2,13747;1565
;;;184;2,57618;647;;184;2,13530;1574
;;;185;2,57290;656;;185;2,13313;1575
;;;186;2,56962;659;;186;2,13096;1575
;;;187;2,56635;657;;187;2,12880;1568
;;;188;2,56309;648;;188;2,12664;1554
;;;189;2,55984;634;;189;2,12449;1545
;;;190;2,55659;615;;190;2,12234;1526
;;;191;2,55336;591;;191;2,12020;1504
;;;192;2,55013;567;;192;2,11806;1483
;;;193;2,54691;537;;193;2,11592;1463
;;;194;2,54370;510;;194;2,11379;1439
;;;195;2,54049;478;;195;2,11167;1419
;;;196;2,53730;446;;196;2,10954;1401
;;;197;2,53411;416;;197;2,10743;1382
;;;198;2,53093;389;;198;2,10531;1364
;;;199;2,52776;356;;199;2,10320;1344
;;;200;2,52460;326;;200;2,10110;1328
;;;201;2,52144;299;;201;2,09900;1323
;;;202;2,51829;275;;202;2,09690;1311
;;;203;2,51515;254;;203;2,09481;1304
;;;204;2,51202;239;;204;2,09272;1301
;;;205;2,50890;230;;205;2,09063;1296
;;;206;2,50578;224;;206;2,08855;1290
;;;207;2,50267;223;;207;2,08648;1287
;;;208;2,49957;233;;208;2,08441;1289
;;;209;2,49647;250;;209;2,08234;1282
;;;210;2,49339;280;;210;2,08027;1283
;;;211;2,49031;326;;211;2,07822;1279
;;;212;2,48724;389;;212;2,07616;1278
;;;213;2,48418;470;;213;2,07411;1266
;;;214;2,48112;573;;214;2,07206;1253
;;;215;2,47807;707;;215;2,07002;1246
;;;216;2,47503;866;;216;2,06798;1233
;;;217;2,47200;1052;;217;2,06594;1219
;;;218;2,46897;1264;;218;2,06391;1207
;;;219;2,46596;1503;;219;2,06188;1191
;;;220;2,46294;1763;;220;2,05986;1176
;;;221;2,45994;2038;;221;2,05784;1155
;;;222;2,45694;2333;;222;2,05582;1134
;;;223;2,45396;2635;;223;2,05381;1120
;;;224;2,45097;2946;;224;2,05181;1106
;;;225;2,44800;3259;;225;2,04980;1090
;;;226;2,44503;3562;;226;2,04780;1080
;;;227;2,44207;3856;;227;2,04581;1062
;;;228;2,43912;4136;;228;2,04381;1045
;;;229;2,43617;4398;;229;2,04183;1033
;;;230;2,43323;4639;;230;2,03984;1015
;;;231;2,43030;4860;;231;2,03786;998
;;;232;2,42738;5057;;232;2,03588;979
;;;233;2,42446;5232;;233;2,03391;963
;;;234;2,42155;5381;;234;2,03194;947
;;;235;2,41865;5503;;235;2,02998;937
;;;236;2,41575;5603;;236;2,02802;923
;;;237;2,41286;5672;;237;2,02606;912
;;;238;2,40998;5712;;238;2,02411;901
;;;239;2,40710;5729;;239;2,02216;899
;;;240;2,40423;5723;;240;2,02021;890
;;;241;2,40137;5694;;241;2,01827;884
;;;242;2,39852;5642;;242;2,01633;884
;;;243;2,39567;5567;;243;2,01439;878
;;;244;2,39283;5475;;244;2,01246;877
;;;245;2,38999;5359;;245;2,01053;878
;;;246;2,38716;5228;;246;2,00861;878
;;;247;2,38434;5083;;247;2,00669;885
;;;248;2,38153;4924;;248;2,00477;884
;;;249;2,37872;4750;;249;2,00286;897
;;;250;2,37591;4568;;250;2,00095;908
;;;251;2,37312;4374;;251;1,99904;922
;;;252;2,37033;4176;;252;1,99714;940
;;;253;2,36755;3972;;253;1,99524;958
;;;254;2,36477;3769;;254;1,99335;973
;;;255;2,36200;3563;;255;1,99146;1001
;;;256;2,35924;3360;;256;1,98957;1031
;;;257;2,35649;3157;;257;1,98769;1066
;;;258;2,35374;2959;;258;1,98581;1095
;;;259;2,35099;2764;;259;1,98393;1123
;;;260;2,34826;2578;;260;1,98206;1155
;;;261;2,34553;2401;;261;1,98019;1182
;;;262;2,34280;2237;;262;1,97832;1208
;;;263;2,34008;2083;;263;1,97646;1232
;;;264;2,33737;1946;;264;1,97460;1248
;;;265;2,33467;1823;;265;1,97274;1261
;;;266;2,33197;1721;;266;1,97089;1272
;;;267;2,32927;1634;;267;1,96904;1278
;;;268;2,32659;1570;;268;1,96720;1280
;;;269;2,32391;1530;;269;1,96535;1280
;;;270;2,32123;1513;;270;1,96351;1275
;;;271;2,31857;1522;;271;1,96168;1268
;;;272;2,31590;1559;;272;1,95985;1264
;;;273;2,31325;1623;;273;1,95802;1246
;;;274;2,31060;1716;;274;1,95619;1230
;;;275;2,30795;1831;;275;1,95437;1211
;;;276;2,30532;1973;;276;1,95256;1184
;;;277;2,30268;2134;;277;1,95074;1161
;;;278;2,30006;2314;;278;1,94893;1130
;;;279;2,29744;2510;;279;1,94712;1104
;;;280;2,29483;2722;;280;1,94532;1075
;;;281;2,29222;2941;;281;1,94352;1043
;;;282;2,28962;3168;;282;1,94172;1013
;;;283;2,28702;3394;;283;1,93992;986
;;;284;2,28443;3622;;284;1,93813;955
;;;285;2,28185;3845;;285;1,93634;933
;;;286;2,27927;4066;;286;1,93456;905
;;;287;2,27670;4274;;287;1,93278;884
;;;288;2,27413;4472;;288;1,93100;863
;;;289;2,27157;4659;;289;1,92923;845
;;;290;2,26901;4838;;290;1,92745;826
;;;291;2,26646;5002;;291;1,92569;810
;;;292;2,26392;5146;;292;1,92392;802
;;;293;2,26138;5277;;293;1,92216;796
;;;294;2,25885;5391;;294;1,92040;794
;;;295;2,25632;5492;;295;1,91864;799
;;;296;2,25380;5577;;296;1,91689;810
;;;297;2,25129;5645;;297;1,91514;831
;;;298;2,24878;5701;;298;1,91340;859
;;;299;2,24627;5735;;299;1,91166;898
;;;300;2,24377;5760;;300;1,90992;954
;;;301;2,24128;5766;;301;1,90818;1024
;;;302;2,23879;5750;;302;1,90645;1125
;;;303;2,23631;5720;;303;1,90472;1236
;;;304;2,23383;5668;;304;1,90299;1367
;;;305;2,23136;5597;;305;1,90127;1518
;;;306;2,22890;5513;;306;1,89954;1699
;;;307;2,22644;5410;;307;1,89783;1895
;;;308;2,22398;5287;;308;1,89611;2112
;;;309;2,22153;5227;;309;1,89440;2347
;;;310;2,21909;5137;;310;1,89269;2606
;;;311;2,21665;5017;;311;1,89099;2884
;;;312;2,21422;4862;;312;1,88929;3166
;;;313;2,21179;4675;;313;1,88759;3467
;;;314;2,20937;4455;;314;1,88589;3772
;;;315;2,20695;4200;;315;1,88420;4077
;;;316;2,20454;3913;;316;1,88251;4389
;;;317;2,20213;3600;;317;1,88082;4696
;;;318;2,19973;3264;;318;1,87914;5002
;;;319;2,19733;2920;;319;1,87746;5298
;;;320;2,19494;2589;;320;1,87578;5594
;;;321;2,19256;2272;;321;1,87410;5871
;;;322;2,19018;1974;;322;1,87243;6139
;;;323;2,18780;1698;;323;1,87076;6387
;;;324;2,18543;1447;;324;1,86910;6621
;;;325;2,18306;1220;;325;1,86744;6836
;;;326;2,18070;1022;;326;1,86578;7028
;;;327;2,17835;849;;327;1,86412;7206
;;;328;2,17600;705;;328;1,86246;7366
;;;329;2,17365;578;;329;1,86081;7504
;;;330;2,17132;482;;330;1,85916;7626
;;;331;2,16898;406;;331;1,85752;7730
;;;332;2,16665;349;;332;1,85588;7814
;;;333;2,16433;309;;333;1,85424;7886
;;;334;2,16201;281;;334;1,85260;7940
;;;335;2,15969;269;;335;1,85097;7986
;;;336;2,15738;263;;336;1,84934;8010
;;;337;2,15508;267;;337;1,84771;8014
;;;338;2,15278;272;;338;1,84608;8010
;;;339;2,15048;284;;339;1,84446;7986
;;;340;2,14819;291;;340;1,84284;7956
;;;341;2,14591;302;;341;1,84123;7910
;;;342;2,14363;310;;342;1,83961;7856
;;;343;2,14135;316;;343;1,83800;7785
;;;344;2,13908;321;;344;1,83639;7714
;;;345;2,13681;326;;345;1,83479;7625
;;;346;2,13455;322;;346;1,83319;7526
;;;347;2,13230;319;;347;1,83159;7417
;;;348;2,13004;312;;348;1,82999;7303
;;;349;2,12780;303;;349;1,82839;7181
;;;350;2,12556;293;;350;1,82680;7041
;;;351;2,12332;279;;351;1,82521;6907
;;;352;2,12108;266;;352;1,82363;6767
;;;353;2,11886;248;;353;1,82205;6618
;;;354;2,11663;229;;354;1,82047;6462
;;;355;2,11441;211;;355;1,81889;6302
;;;356;2,11220;197;;356;1,81731;6135
;;;357;2,10999;186;;357;1,81574;5964
;;;358;2,10779;172;;358;1,81417;5792
;;;359;2,10559;162;;359;1,81261;5619
;;;360;2,10339;155;;360;1,81104;5441
;;;361;2,10120;147;;361;1,80948;5266
;;;362;2,09901;146;;362;1,80792;5085
;;;363;2,09683;151;;363;1,80637;4911
;;;364;2,09465;159;;364;1,80481;4731
;;;365;2,09248;166;;365;1,80326;4553
;;;366;2,09031;173;;366;1,80171;4377
;;;367;2,08815;177;;367;1,80017;4205
;;;368;2,08599;186;;368;1,79863;4037
;;;369;2,08383;194;;369;1,79709;3871
;;;370;2,08168;202;;370;1,79555;3706
;;;371;2,07954;208;;371;1,79401;3547
;;;372;2,07740;214;;372;1,79248;3391
;;;373;2,07526;218;;373;1,79095;3238
;;;374;2,07313;221;;374;1,78943;3090
;;;375;2,07100;228;;375;1,78790;2949
;;;376;2,06887;236;;376;1,78638;2805
;;;377;2,06675;240;;377;1,78486;2668
;;;378;2,06464;251;;378;1,78335;2540
;;;379;2,06253;260;;379;1,78183;2418
;;;380;2,06042;266;;380;1,78032;2303
;;;381;2,05832;275;;381;1,77881;2193
;;;382;2,05622;283;;382;1,77730;2084
;;;383;2,05413;294;;383;1,77580;1984
;;;384;2,05204;308;;384;1,77430;1891
;;;385;2,04995;319;;385;1,77280;1807
;;;386;2,04787;328;;386;1,77131;1728
;;;387;2,04579;338;;387;1,76981;1654
;;;388;2,04372;345;;388;1,76832;1585
;;;389;2,04165;352;;389;1,76683;1526
;;;390;2,03959;356;;390;1,76535;1468
;;;391;2,03753;358;;391;1,76386;1410
;;;392;2,03547;359;;392;1,76238;1355
;;;393;2,03342;357;;393;1,76090;1304
;;;394;2,03137;357;;394;1,75943;1262
;;;395;2,02933;352;;395;1,75795;1218
;;;396;2,02729;347;;396;1,75648;1183
;;;397;2,02525;342;;397;1,75501;1147
;;;398;2,02322;335;;398;1,75355;1116
;;;399;2,02119;325;;399;1,75208;1093
;;;400;2,01917;311;;400;1,75062;1072
;;;401;2,01715;302;;401;1,74916;1049
;;;402;2,01514;292;;402;1,74771;1038
;;;403;2,01313;283;;403;1,74625;1024
;;;404;2,01112;273;;404;1,74480;1020
;;;405;2,00912;263;;405;1,74335;1015
;;;406;2,00712;254;;406;1,74191;1011
;;;407;2,00512;250;;407;1,74046;1012
;;;408;2,00313;243;;408;1,73902;1016
;;;409;2,00114;236;;409;1,73758;1016
;;;410;1,99916;232;;410;1,73614;1020
;;;411;1,99718;224;;411;1,73471;1017
;;;412;1,99520;218;;412;1,73328;1016
;;;413;1,99323;215;;413;1,73185;1019
;;;414;1,99127;210;;414;1,73042;1026
;;;415;1,98930;208;;415;1,72899;1027
;;;416;1,98734;204;;416;1,72757;1027
;;;417;1,98539;203;;417;1,72615;1030
;;;418;1,98343;198;;418;1,72473;1029
;;;419;1,98149;195;;419;1,72331;1026
;;;420;1,97954;191;;420;1,72190;1029
;;;421;1,97760;187;;421;1,72049;1027
;;;422;1,97566;184;;422;1,71908;1029
;;;423;1,97373;180;;423;1,71767;1024
;;;424;1,97180;178;;424;1,71627;1024
;;;425;1,96987;171;;425;1,71487;1023
;;;426;1,96795;168;;426;1,71347;1023
;;;427;1,96603;162;;427;1,71207;1020
;;;428;1,96412;153;;428;1,71067;1023
;;;429;1,96221;148;;429;1,70928;1023
;;;430;1,96030;140;;430;1,70789;1020
;;;431;1,95840;135;;431;1,70650;1026
;;;432;1,95650;130;;432;1,70512;1030
;;;433;1,95460;123;;433;1,70373;1040
;;;434;1,95271;118;;434;1,70235;1049
;;;435;1,95082;113;;435;1,70097;1055
;;;436;1,94894;110;;436;1,69959;1063
;;;437;1,94706;104;;437;1,69822;1068
;;;438;1,94518;97;;438;1,69684;1075
;;;439;1,94331;90;;439;1,69547;1080
;;;440;1,94144;85;;440;1,69411;1084
;;;441;1,93957;81;;441;1,69274;1088
;;;442;1,93771;78;;442;1,69138;1101
;;;443;1,93585;73;;443;1,69001;1106
;;;444;1,93399;72;;444;1,68865;1120
;;;445;1,93214;69;;445;1,68730;1138
;;;446;1,93029;68;;446;1,68594;1159
;;;447;1,92844;66;;447;1,68459;1180
;;;448;1,92660;64;;448;1,68324;1205
;;;449;1,92476;63;;449;1,68189;1230
;;;450;1,92293;61;;450;1,68054;1257
;;;451;1,92110;61;;451;1,67920;1279
;;;452;1,91927;61;;452;1,67786;1311
;;;453;1,91744;63;;453;1,67652;1336
;;;454;1,91562;66;;454;1,67518;1362
;;;455;1,91381;68;;455;1,67384;1393
;;;456;1,91199;69;;456;1,67251;1424
;;;457;1,91018;68;;457;1,67118;1447
;;;458;1,90837;66;;458;1,66985;1475
;;;459;1,90657;65;;459;1,66852;1500
;;;460;1,90477;65;;460;1,66719;1525
;;;461;1,90297;65;;461;1,66587;1538
;;;462;1,90118;65;;462;1,66455;1553
;;;463;1,89939;65;;463;1,66323;1560
;;;464;1,89760;67;;464;1,66191;1565
;;;465;1,89582;70;;465;1,66060;1570
;;;466;1,89404;72;;466;1,65929;1568
;;;467;1,89226;73;;467;1,65798;1564
;;;468;1,89049;74;;468;1,65667;1561
;;;469;1,88872;76;;469;1,65536;1563
;;;470;1,88695;78;;470;1,65406;1553
;;;471;1,88519;79;;471;1,65275;1552
;;;472;1,88343;78;;472;1,65145;1539
;;;473;1,88167;82;;473;1,65016;1529
;;;474;1,87992;81;;474;1,64886;1515
;;;475;1,87817;82;;475;1,64756;1501
;;;476;1,87642;81;;476;1,64627;1485
;;;477;1,87468;80;;477;1,64498;1465
;;;478;1,87294;82;;478;1,64369;1444
;;;479;1,87120;81;;479;1,64241;1421
;;;480;1,86946;84;;480;1,64112;1401
;;;481;1,86773;83;;481;1,63984;1380
;;;482;1,86601;79;;482;1,63856;1358
;;;483;1,86428;75;;483;1,63728;1339
;;;484;1,86256;74;;484;1,63601;1322
;;;485;1,86084;74;;485;1,63473;1304
;;;486;1,85913;74;;486;1,63346;1283
;;;487;1,85741;72;;487;1,63219;1262
;;;488;1,85571;72;;488;1,63092;1240
;;;489;1,85400;71;;489;1,62966;1212
;;;490;1,85230;68;;490;1,62839;1189
;;;491;1,85060;66;;491;1,62713;1164
;;;492;1,84890;66;;492;1,62587;1143
;;;493;1,84721;65;;493;1,62461;1118
;;;494;1,84552;65;;494;1,62335;1102
;;;495;1,84383;67;;495;1,62210;1083
;;;496;1,84215;68;;496;1,62085;1055
;;;497;1,84047;66;;497;1,61960;1030
;;;498;1,83879;63;;498;1,61835;1005
;;;499;1,83711;66;;499;1,61710;980
;;;500;1,83544;61;;500;1,61586;962
;;;501;1,83377;62;;501;1,61461;938
;;;502;1,83211;61;;502;1,61337;923
;;;503;1,83045;61;;503;1,61213;903
;;;504;1,82879;58;;504;1,61090;888
;;;505;1,82713;58;;505;1,60966;870
;;;506;1,82548;61;;506;1,60843;851
;;;507;1,82383;61;;507;1,60720;842
;;;508;1,82218;60;;508;1,60597;833
;;;509;1,82053;60;;509;1,60474;826
;;;510;1,81889;62;;510;1,60351;814
;;;511;1,81725;65;;511;1,60229;807
;;;512;1,81562;67;;512;1,60107;798
;;;513;1,81399;70;;513;1,59985;791
;;;514;1,81236;74;;514;1,59863;788
;;;515;1,81073;80;;515;1,59741;781
;;;516;1,80910;84;;516;1,59620;781
;;;517;1,80748;87;;517;1,59498;776
;;;518;1,80587;95;;518;1,59377;778
;;;519;1,80425;100;;519;1,59256;780
;;;520;1,80264;108;;520;1,59135;785
;;;521;1,80103;113;;521;1,59015;789
;;;522;1,79942;120;;522;1,58895;791
;;;523;1,79782;128;;523;1,58774;796
;;;524;1,79622;136;;524;1,58654;799
;;;525;1,79462;142;;525;1,58535;801
;;;526;1,79302;149;;526;1,58415;802
;;;527;1,79143;158;;527;1,58295;801
;;;528;1,78984;166;;528;1,58176;803
;;;529;1,78826;176;;529;1,58057;810
;;;530;1,78667;185;;530;1,57938;813
;;;531;1,78509;192;;531;1,57819;810
;;;532;1,78351;198;;532;1,57701;819
;;;533;1,78194;202;;533;1,57582;817
;;;534;1,78036;206;;534;1,57464;817
;;;535;1,77879;208;;535;1,57346;813
;;;536;1,77723;211;;536;1,57228;810
;;;537;1,77566;210;;537;1,57111;798
;;;538;1,77410;207;;538;1,56993;794
;;;539;1,77254;201;;539;1,56876;785
;;;540;1,77098;198;;540;1,56759;782
;;;541;1,76943;197;;541;1,56642;774
;;;542;1,76788;188;;542;1,56525;766
;;;543;1,76633;181;;543;1,56408;753
;;;544;1,76479;170;;544;1,56292;750
;;;545;1,76324;163;;545;1,56175;744
;;;546;1,76170;154;;546;1,56059;742
;;;547;1,76017;148;;547;1,55943;735
;;;548;1,75863;140;;548;1,55828;730
;;;549;1,75710;132;;549;1,55712;716
;;;550;1,75557;125;;550;1,55597;707
;;;551;1,75405;117;;551;1,55481;702
;;;552;1,75252;111;;552;1,55366;693
;;;553;1,75100;106;;553;1,55251;692
;;;554;1,74948;99;;554;1,55137;684
;;;555;1,74797;93;;555;1,55022;684
;;;556;1,74645;88;;556;1,54908;685
;;;557;1,74494;81;;557;1,54793;687
;;;558;1,74343;75;;558;1,54679;685
;;;559;1,74193;70;;559;1,54565;684
;;;560;1,74042;66;;560;1,54452;682
;;;561;1,73892;65;;561;1,54338;685
;;;562;1,73743;61;;562;1,54225;689
;;;563;1,73593;60;;563;1,54111;695
;;;564;1,73444;58;;564;1,53998;700
;;;565;1,73295;55;;565;1,53885;707
;;;566;1,73146;52;;566;1,53773;710
;;;567;1,72998;50;;567;1,53660;720
;;;568;1,72849;48;;568;1,53548;727
;;;569;1,72701;45;;569;1,53435;737
;;;570;1,72554;45;;570;1,53323;744
;;;571;1,72406;44;;571;1,53211;749
;;;572;1,72259;45;;572;1,53100;752
;;;573;1,72112;44;;573;1,52988;755
;;;574;1,71965;42;;574;1,52877;760
;;;575;1,71819;42;;575;1,52765;766
;;;576;1,71672;40;;576;1,52654;769
;;;577;1,71527;38;;577;1,52543;774
;;;578;1,71381;39;;578;1,52433;776
;;;579;1,71235;37;;579;1,52322;780
;;;580;1,71090;36;;580;1,52212;777
;;;581;1,70945;34;;581;1,52101;778
;;;582;1,70800;34;;582;1,51991;780
;;;583;1,70656;32;;583;1,51881;778
;;;584;1,70512;27;;584;1,51771;776
;;;585;1,70368;26;;585;1,51662;769
;;;586;1,70224;25;;586;1,51552;763
;;;587;1,70080;28;;587;1,51443;749
;;;588;1,69937;29;;588;1,51334;737
;;;589;1,69794;34;;589;1,51225;724
;;;590;1,69651;35;;590;1,51116;709
;;;591;1,69509;35;;591;1,51007;700
;;;592;1,69366;38;;592;1,50898;685
;;;593;1,69224;40;;593;1,50790;668
;;;594;1,69082;42;;594;1,50682;657
;;;595;1,68941;39;;595;1,50574;643
;;;596;1,68799;44;;596;1,50466;631
;;;597;1,68658;43;;597;1,50358;616
;;;598;1,68517;44;;598;1,50250;600
;;;599;1,68377;45;;599;1,50143;593
;;;600;1,68236;42;;600;1,50036;585
;;;601;1,68096;39;;601;1,49928;577
;;;602;1,67956;36;;602;1,49821;566
;;;603;1,67816;35;;603;1,49714;554
;;;604;1,67677;34;;604;1,49608;538
;;;605;1,67538;32;;605;1,49501;529
;;;606;1,67398;34;;606;1,49395;520
;;;607;1,67260;36;;607;1,49289;507
;;;608;1,67121;37;;608;1,49182;500
;;;609;1,66983;35;;609;1,49077;499
;;;610;1,66845;34;;610;1,48971;486
;;;611;1,66707;35;;611;1,48865;477
