Date;2022-11-18;;#;N_mob;Amp;;#;P_mob;Amp
;;;612;1,66770;35;;612;1,49299;429
;;;613;1,66632;37;;613;1,49193;424
;;;614;1,66495;39;;614;1,49087;422
;;;615;1,66358;44;;615;1,48982;416
;;;616;1,66221;45;;616;1,48877;411
;;;617;1,66084;48;;617;1,48771;407
;;;618;1,65948;48;;618;1,48666;403
;;;619;1,65812;48;;619;1,48562;392
;;;620;1,65676;49;;620;1,48457;386
;;;621;1,65540;51;;621;1,48352;382
;;;622;1,65404;51;;622;1,48248;378
;;;623;1,65269;49;;623;1,48144;370
;;;624;1,65134;52;;624;1,48040;371
;;;625;1,64999;55;;625;1,47936;364
;;;626;1,64864;53;;626;1,47832;367
;;;627;1,64730;52;;627;1,47728;364
;;;628;1,64595;51;;628;1,47625;361
;;;629;1,64461;49;;629;1,47521;357
;;;630;1,64328;51;;630;1,47418;360
;;;631;1,64194;51;;631;1,47315;352
;;;632;1,64061;52;;632;1,47212;349
;;;633;1,63927;52;;633;1,47109;335
;;;634;1,63794;54;;634;1,47006;328
;;;635;1,63662;56;;635;1,46904;327
;;;636;1,63529;61;;636;1,46802;320
;;;637;1,63397;63;;637;1,46699;317
;;;638;1,63265;67;;638;1,46597;316
;;;639;1,63133;72;;639;1,46495;309
;;;640;1,63001;76;;640;1,46394;307
;;;641;1,62870;80;;641;1,46292;303
;;;642;1,62739;84;;642;1,46190;299
;;;643;1,62608;88;;643;1,46089;295
;;;644;1,62477;97;;644;1,45988;289
;;;645;1,62346;104;;645;1,45887;288
;;;646;1,62216;110;;646;1,45786;282
;;;647;1,62086;114;;647;1,45685;278
;;;648;1,61956;116;;648;1,45584;275
;;;649;1,61826;122;;649;1,45484;274
;;;650;1,61696;124;;650;1,45383;270
;;;651;1,61567;126;;651;1,45283;262
;;;652;1,61438;129;;652;1,45183;266
;;;653;1,61309;130;;653;1,45083;266
;;;654;1,61180;127;;654;1,44983;270
;;;655;1,61051;129;;655;1,44883;273
;;;656;1,60923;129;;656;1,44784;274
;;;657;1,60795;127;;657;1,44684;277
;;;658;1,60667;127;;658;1,44585;285
;;;659;1,60539;120;;659;1,44486;291
;;;660;1,60412;119;;660;1,44387;295
;;;661;1,60285;114;;661;1,44288;302
;;;662;1,60157;111;;662;1,44189;307
;;;663;1,60031;107;;663;1,44090;313
;;;664;1,59904;104;;664;1,43992;324
;;;665;1,59777;99;;665;1,43894;321
;;;666;1,59651;92;;666;1,43795;325
;;;667;1,59525;87;;667;1,43697;332
;;;668;1,59399;80;;668;1,43599;336
;;;669;1,59273;72;;669;1,43502;343
;;;670;1,59148;67;;670;1,43404;350
;;;671;1,59022;62;;671;1,43306;356
;;;672;1,58897;57;;672;1,43209;363
;;;673;1,58772;55;;673;1,43112;367
;;;674;1,58648;54;;674;1,43014;371
;;;675;1,58523;52;;675;1,42917;371
;;;676;1,58399;51;;676;1,42821;371
;;;677;1,58275;47;;677;1,42724;371
;;;678;1,58151;43;;678;1,42627;364
;;;679;1,58027;41;;679;1,42531;360
;;;680;1,57903;40;;680;1,42434;357
;;;681;1,57780;41;;681;1,42338;353
;;;682;1,57657;42;;682;1,42242;349
;;;683;1,57534;44;;683;1,42146;343
;;;684;1,57411;45;;684;1,42050;349
;;;685;1,57289;45;;685;1,41954;348
;;;686;1,57166;47;;686;1,41859;349
;;;687;1,57044;48;;687;1,41763;346
;;;688;1,56922;48;;688;1,41668;348
;;;689;1,56800;47;;689;1,41573;339
;;;690;1,56678;48;;690;1,41478;336
;;;691;1,56557;45;;691;1,41383;331
;;;692;1,56436;45;;692;1,41288;330
;;;693;1,56315;41;;693;1,41193;328
;;;694;1,56194;37;;694;1,41099;324
;;;695;1,56073;36;;695;1,41004;325
;;;696;1,55953;37;;696;1,40910;323
;;;697;1,55832;37;;697;1,40816;323
;;;698;1,55712;35;;698;1,40722;323
;;;699;1,55592;31;;699;1,40628;321
;;;700;1,55472;31;;700;1,40534;317
;;;701;1,55353;31;;701;1,40440;320
;;;702;1,55233;32;;702;1,40347;316
;;;703;1,55114;31;;703;1,40253;317
;;;704;1,54995;31;;704;1,40160;314
;;;705;1,54876;27;;705;1,40067;317
;;;706;1,54758;27;;706;1,39974;318
;;;707;1,54639;28;;707;1,39881;317
;;;708;1,54521;26;;708;1,39788;313
;;;709;1,54403;28;;709;1,39695;318
;;;710;1,54285;25;;710;1,39603;317
;;;711;1,54167;25;;711;1,39510;314
;;;712;1,54049;24;;712;1,39418;314
;;;713;1,53932;28;;713;1,39326;318
;;;714;1,53815;32;;714;1,39234;321
;;;715;1,53698;32;;715;1,39142;321
;;;716;1,53581;30;;716;1,39050;327
;;;717;1,53464;31;;717;1,38958;335
;;;718;1,53347;29;;718;1,38866;332
;;;719;1,53231;27;;719;1,38775;324
;;;720;1,53115;29;;720;1,38684;321
;;;721;1,52999;31;;721;1,38592;313
;;;722;1,52883;31;;722;1,38501;309
;;;723;1,52767;30;;723;1,38410;300
;;;724;1,52652;32;;724;1,38319;302
;;;725;1,52537;32;;725;1,38229;299
;;;726;1,52422;32;;726;1,38138;296
;;;727;1,52307;29;;727;1,38047;300
;;;728;1,52192;32;;728;1,37957;299
;;;729;1,52077;31;;729;1,37867;302
;;;730;1,51963;31;;730;1,37777;306
;;;731;1,51849;29;;731;1,37686;309
;;;732;1,51734;27;;732;1,37597;306
;;;733;1,51621;28;;733;1,37507;313
;;;734;1,51507;26;;734;1,37417;314
;;;735;1,51393;25;;735;1,37327;312
;;;736;1,51280;26;;736;1,37238;309
;;;737;1,51167;26;;737;1,37149;307
;;;738;1,51054;27;;738;1,37059;303
;;;739;1,50941;29;;739;1,36970;307
;;;740;1,50828;30;;740;1,36881;310
;;;741;1,50715;28;;741;1,36792;313
;;;742;1,50603;24;;742;1,36704;314
;;;743;1,50491;23;;743;1,36615;310
;;;744;1,50379;22;;744;1,36526;307
;;;745;1,50267;21;;745;1,36438;303
;;;746;1,50155;19;;746;1,36350;303
;;;747;1,50044;19;;747;1,36262;303
;;;748;1,49932;19;;748;1,36173;303
;;;749;1,49821;19;;749;1,36085;299
;;;750;1,49710;20;;750;1,35998;298
;;;751;1,49599;18;;751;1,35910;296
;;;752;1,49488;16;;752;1,35822;289
;;;753;1,49378;17;;753;1,35735;285
;;;754;1,49267;14;;754;1,35647;284
;;;755;1,49157;13;;755;1,35560;280
;;;756;1,49047;13;;756;1,35473;273
;;;757;1,48937;14;;757;1,35386;269
;;;758;1,48827;16;;758;1,35299;259
;;;759;1,48718;19;;759;1,35212;252
;;;760;1,48608;20;;760;1,35125;253
;;;761;1,48499;21;;761;1,35039;246
;;;762;1,48390;22;;762;1,34952;245
;;;763;1,48281;23;;763;1,34866;244
;;;764;1,48172;22;;764;1,34779;239
;;;765;1,48063;22;;765;1,34693;238
;;;766;1,47955;20;;766;1,34607;232
;;;767;1,47847;17;;767;1,34521;228
;;;768;1,47739;18;;768;1,34435;223
;;;769;1,47631;18;;769;1,34350;224
;;;770;1,47523;20;;770;1,34264;220
;;;771;1,47415;20;;771;1,34179;219
;;;772;1,47307;20;;772;1,34093;226
;;;773;1,47200;22;;773;1,34008;231
;;;774;1,47093;22;;774;1,33923;235
;;;775;1,46986;18;;775;1,33838;239
;;;776;1,46879;18;;776;1,33753;248
;;;777;1,46772;16;;777;1,33668;248
;;;778;1,46666;13;;778;1,33583;253
;;;779;1,46559;13;;779;1,33498;250
;;;780;1,46453;11;;780;1,33414;264
;;;781;1,46347;10;;781;1,33329;271
;;;782;1,46241;14;;782;1,33245;287
;;;783;1,46135;16;;783;1,33161;291
;;;784;1,46029;19;;784;1,33077;298
;;;785;1,45924;19;;785;1,32993;303
;;;786;1,45818;19;;786;1,32909;312
;;;787;1,45713;19;;787;1,32825;321
;;;788;1,45608;21;;788;1,32741;327
;;;789;1,45503;22;;789;1,32658;331
;;;790;1,45399;22;;790;1,32574;342
;;;791;1,45294;24;;791;1,32491;349
;;;792;1,45189;26;;792;1,32407;357
;;;793;1,45085;26;;793;1,32324;367
;;;794;1,44981;28;;794;1,32241;374
;;;795;1,44877;29;;795;1,32158;386
;;;796;1,44773;32;;796;1,32075;391
;;;797;1,44669;30;;797;1,31993;402
;;;798;1,44566;29;;798;1,31910;411
;;;799;1,44462;25;;799;1,31827;416
;;;800;1,44359;20;;800;1,31745;416
;;;801;1,44256;22;;801;1,31663;417
;;;802;1,44153;22;;802;1,31580;421
;;;803;1,44050;23;;803;1,31498;418
;;;804;1,43948;22;;804;1,31416;418
;;;805;1,43845;22;;805;1,31334;417
;;;806;1,43743;19;;806;1,31253;431
;;;807;1,43641;22;;807;1,31171;431
;;;808;1,43538;22;;808;1,31089;434
;;;809;1,43436;22;;809;1,31008;440
;;;810;1,43335;22;;810;1,30926;443
;;;811;1,43233;22;;811;1,30845;442
;;;812;1,43132;19;;812;1,30764;443
;;;813;1,43030;20;;813;1,30683;443
;;;814;1,42929;21;;814;1,30602;446
;;;815;1,42828;19;;815;1,30521;442
;;;816;1,42727;19;;816;1,30440;445
;;;817;1,42626;22;;817;1,30359;440
;;;818;1,42525;24;;818;1,30278;440
;;;819;1,42425;26;;819;1,30198;432
;;;820;1,42325;26;;820;1,30118;434
;;;821;1,42224;26;;821;1,30037;431
;;;822;1,42124;27;;822;1,29957;431
;;;823;1,42024;26;;823;1,29877;428
;;;824;1,41925;24;;824;1,29797;425
;;;825;1,41825;24;;825;1,29717;427
;;;826;1,41725;22;;826;1,29637;422
;;;827;1,41626;25;;827;1,29557;420
;;;828;1,41527;23;;828;1,29478;413
;;;829;1,41428;21;;829;1,29398;403
;;;830;1,41329;19;;830;1,29319;393
;;;831;1,41230;19;;831;1,29239;385
;;;832;1,41131;20;;832;1,29160;375
;;;833;1,41033;19;;833;1,29081;370
;;;834;1,40934;19;;834;1,29002;366
;;;835;1,40836;19;;835;1,28923;359
;;;836;1,40738;20;;836;1,28844;356
;;;837;1,40640;21;;837;1,28765;348
;;;838;1,40542;20;;838;1,28687;345
;;;839;1,40444;20;;839;1,28608;339
;;;840;1,40346;25;;840;1,28530;331
;;;841;1,40249;22;;841;1,28451;327
;;;842;1,40152;23;;842;1,28373;320
;;;843;1,40054;23;;843;1,28295;314
;;;844;1,39957;23;;844;1,28217;306
;;;845;1,39861;21;;845;1,28139;295
;;;846;1,39764;25;;846;1,28061;284
;;;847;1,39667;26;;847;1,27983;275
;;;848;1,39571;24;;848;1,27905;273
;;;849;1,39474;25;;849;1,27828;264
;;;850;1,39378;25;;850;1,27750;250
;;;851;1,39282;22;;851;1,27673;238
;;;852;1,39186;21;;852;1,27596;230
;;;853;1,39090;18;;853;1,27518;224
;;;854;1,38994;16;;854;1,27441;221
;;;855;1,38899;15;;855;1,27364;210
;;;856;1,38803;17;;856;1,27287;206
;;;857;1,38708;15;;857;1,27210;199
;;;858;1,38613;13;;858;1,27134;189
;;;859;1,38518;11;;859;1,27057;184
;;;860;1,38423;10;;860;1,26980;173
;;;861;1,38328;9;;861;1,26904;169
;;;862;1,38233;9;;862;1,26827;158
;;;863;1,38139;11;;863;1,26751;156
;;;864;1,38044;10;;864;1,26675;152
;;;865;1,37950;11;;865;1,26599;146
;;;866;1,37856;13;;866;1,26523;141
;;;867;1,37762;16;;867;1,26447;141
;;;868;1,37668;18;;868;1,26371;137
;;;869;1,37574;18;;869;1,26295;133
;;;870;1,37480;15;;870;1,26219;127
;;;871;1,37387;15;;871;1,26144;122
;;;872;1,37293;13;;872;1,26068;119
;;;873;1,37200;16;;873;1,25993;116
;;;874;1,37107;16;;874;1,25918;113
;;;875;1,37014;16;;875;1,25842;113
;;;876;1,36921;18;;876;1,25767;110
;;;877;1,36828;17;;877;1,25692;108
;;;878;1,36736;17;;878;1,25617;109
;;;879;1,36643;18;;879;1,25542;105
;;;880;1,36551;20;;880;1,25468;112
;;;881;1,36458;16;;881;1,25393;108
;;;882;1,36366;16;;882;1,25318;99
;;;883;1,36274;13;;883;1,25244;101
;;;884;1,36182;10;;884;1,25170;98
;;;885;1,36091;13;;885;1,25095;91
;;;886;1,35999;13;;886;1,25021;87
;;;887;1,35908;14;;887;1,24947;85
;;;888;1,35816;16;;888;1,24873;84
;;;889;1,35725;17;;889;1,24799;87
;;;890;1,35634;17;;890;1,24725;81
;;;891;1,35543;17;;891;1,24651;77
;;;892;1,35452;18;;892;1,24577;72
;;;893;1,35361;18;;893;1,24504;65
;;;894;1,35270;18;;894;1,24430;63
;;;895;1,35180;17;;895;1,24357;54
;;;896;1,35089;16;;896;1,24283;54
;;;897;1,34999;16;;897;1,24210;48
;;;898;1,34909;19;;898;1,24137;47
;;;899;1,34819;21;;899;1,24064;41
;;;900;1,34729;22;;900;1,23991;37
;;;901;1,34639;26;;901;1,23918;44
;;;902;1,34549;25;;902;1,23845;47
;;;903;1,34460;21;;903;1,23772;45
;;;904;1,34370;23;;904;1,23700;48
;;;905;1,34281;22;;905;1,23627;47
;;;906;1,34192;23;;906;1,23554;47
;;;907;1,34103;20;;907;1,23482;41
;;;908;1,34014;16;;908;1,23410;40
;;;909;1,33925;16;;909;1,23337;40
;;;910;1,33836;13;;910;1,23265;38
;;;911;1,33747;11;;911;1,23193;38
;;;912;1,33659;12;;912;1,23121;36
;;;913;1,33570;11;;913;1,23049;38
;;;914;1,33482;8;;914;1,22977;42
;;;915;1,33394;7;;915;1,22906;44
;;;916;1,33306;8;;916;1,22834;45
;;;917;1,33218;11;;917;1,22762;42
;;;918;1,33130;11;;918;1,22691;38
;;;919;1,33043;12;;919;1,22620;30
;;;920;1,32955;11;;920;1,22548;24
;;;921;1,32867;10;;921;1,22477;18
;;;922;1,32780;12;;922;1,22406;19
;;;923;1,32693;13;;923;1,22335;18
;;;924;1,32606;13;;924;1,22264;16
;;;925;1,32519;15;;925;1,22193;11
;;;926;1,32432;15;;926;1,22122;9
;;;927;1,32345;16;;927;1,22051;9
;;;928;1,32258;13;;928;1,21980;8
;;;929;1,32172;13;;929;1,21910;5
;;;930;1,32085;17;;930;1,21839;8
;;;931;1,31999;15;;931;1,21769;8
;;;932;1,31913;19;;932;1,21699;13
;;;933;1,31827;18;;933;1,21628;19
;;;934;1,31741;18;;934;1,21558;16
;;;935;1,31655;15;;935;1,21488;19
;;;936;1,31569;12;;936;1,21418;24
;;;937;1,31483;13;;937;1,21348;24
;;;938;1,31398;13;;938;1,21278;19
;;;939;1,31312;13;;939;1,21208;12
;;;940;1,31227;13;;940;1,21139;6
;;;941;1,31142;12;;941;1,21069;4
;;;942;1,31057;11;;942;1,21000;1
;;;943;1,30972;12;;943;1,20930;4
;;;944;1,30887;16;;944;1,20861;9
;;;945;1,30802;18;;945;1,20791;15
;;;946;1,30718;19;;946;1,20722;19
;;;947;1,30633;19;;947;1,20653;22
;;;948;1,30549;19;;948;1,20584;20
;;;949;1,30464;20;;949;1,20515;20
;;;950;1,30380;22;;950;1,20446;22
;;;951;1,30296;20;;951;1,20377;23
;;;952;1,30212;19;;952;1,20309;31
;;;953;1,30128;20;;953;1,20240;38
;;;954;1,30044;20;;954;1,20171;42
;;;955;1,29960;19;;955;1,20103;51
;;;956;1,29877;22;;956;1,20034;56
;;;957;1,29793;24;;957;1,19966;65
;;;958;1,29710;26;;958;1,19898;79
;;;959;1,29627;26;;959;1,19830;79
;;;960;1,29544;28;;960;1,19761;79
;;;961;1,29461;24;;961;1,19693;81
;;;962;1,29378;27;;962;1,19625;80
;;;963;1,29295;26;;963;1,19557;84
;;;964;1,29212;22;;964;1,19490;91
;;;965;1,29130;19;;965;1,19422;91
;;;966;1,29047;17;;966;1,19354;97
;;;967;1,28965;17;;967;1,19287;97
;;;968;1,28882;17;;968;1,19219;102
;;;969;1,28800;19;;969;1,19152;105
;;;970;1,28718;23;;970;1,19084;105
;;;971;1,28636;22;;971;1,19017;106
;;;972;1,28554;18;;972;1,18950;104
;;;973;1,28472;17;;973;1,18883;108
;;;974;1,28391;20;;974;1,18816;108
;;;975;1,28309;19;;975;1,18749;109
;;;976;1,28228;19;;976;1,18682;112
;;;977;1,28146;18;;977;1,18615;117
;;;978;1,28065;19;;978;1,18548;112
;;;979;1,27984;22;;979;1,18482;112
;;;980;1,27903;22;;980;1,18415;115
;;;981;1,27822;23;;981;1,18348;119
;;;982;1,27741;22;;982;1,18282;112
;;;983;1,27660;22;;983;1,18216;105
;;;984;1,27580;19;;984;1,18149;101
;;;985;1,27499;20;;985;1,18083;92
;;;986;1,27419;21;;986;1,18017;92
;;;987;1,27338;21;;987;1,17951;88
;;;988;1,27258;19;;988;1,17885;81
;;;989;1,27178;18;;989;1,17819;83
;;;990;1,27098;21;;990;1,17753;84
;;;991;1,27018;21;;991;1,17687;80
;;;992;1,26938;22;;992;1,17622;80
;;;993;1,26858;22;;993;1,17556;77
;;;994;1,26779;23;;994;1,17490;74
;;;995;1,26699;19;;995;1,17425;74
;;;996;1,26620;19;;996;1,17360;73
;;;997;1,26540;19;;997;1,17294;70
;;;998;1,26461;19;;998;1,17229;63
;;;999;1,26382;20;;999;1,17164;62
;;;1000;1,26303;19;;1000;1,17099;56
;;;1001;1,26224;18;;1001;1,17034;51
;;;1002;1,26145;19;;1002;1,16969;51
;;;1003;1,26067;19;;1003;1,16904;54
;;;1004;1,25988;16;;1004;1,16839;51
;;;1005;1,25909;16;;1005;1,16774;47
;;;1006;1,25831;16;;1006;1,16709;44
;;;1007;1,25753;16;;1007;1,16645;40
;;;1008;1,25674;15;;1008;1,16580;37
;;;1009;1,25596;15;;1009;1,16516;33
;;;1010;1,25518;14;;1010;1,16451;30
;;;1011;1,25440;13;;1011;1,16387;26
;;;1012;1,25362;15;;1012;1,16323;22
;;;1013;1,25284;13;;1013;1,16258;23
;;;1014;1,25207;16;;1014;1,16194;22
;;;1015;1,25129;15;;1015;1,16130;22
;;;1016;1,25052;16;;1016;1,16066;23
;;;1017;1,24974;13;;1017;1,16002;26
;;;1018;1,24897;11;;1018;1,15939;26
;;;1019;1,24820;10;;1019;1,15875;24
;;;1020;1,24743;13;;1020;1,15811;20
;;;1021;1,24666;12;;1021;1,15747;18
;;;1022;1,24589;13;;1022;1,15684;15
;;;1023;1,24512;16;;1023;1,15620;15
;;;1024;1,24435;18;;1024;1,15557;18
;;;1025;1,24359;17;;1025;1,15494;13
;;;1026;1,24282;16;;1026;1,15430;6
;;;1027;1,24206;19;;1027;1,15367;1
;;;1028;1,24129;16;;1028;1,15304;0
;;;1029;1,24053;18;;1029;1,15241;-2
;;;1030;1,23977;23;;1030;1,15178;-1
;;;1031;1,23901;26;;1031;1,15115;-6
;;;1032;1,23825;26;;1032;1,15052;-9
;;;1033;1,23749;28;;1033;1,14989;-11
;;;1034;1,23673;28;;1034;1,14927;-4
;;;1035;1,23598;29;;1035;1,14864;-6
;;;1036;1,23522;30;;1036;1,14801;-4
;;;1037;1,23447;29;;1037;1,14739;-8
;;;1038;1,23371;27;;1038;1,14676;-11
;;;1039;1,23296;29;;1039;1,14614;-8
;;;1040;1,23221;29;;1040;1,14552;-9
;;;1041;1,23145;29;;1041;1,14489;-9
;;;1042;1,23070;29;;1042;1,14427;-12
;;;1043;1,22995;24;;1043;1,14365;-11
;;;1044;1,22921;23;;1044;1,14303;-9
;;;1045;1,22846;22;;1045;1,14241;-5
;;;1046;1,22771;23;;1046;1,14179;-4
;;;1047;1,22697;23;;1047;1,14117;-8
;;;1048;1,22622;22;;1048;1,14055;-6
;;;1049;1,22548;21;;1049;1,13994;-12
;;;1050;1,22473;22;;1050;1,13932;-13
;;;1051;1,22399;21;;1051;1,13870;-11
;;;1052;1,22325;22;;1052;1,13809;-19
;;;1053;1,22251;22;;1053;1,13747;-13
;;;1054;1,22177;25;;1054;1,13686;-13
;;;1055;1,22103;27;;1055;1,13625;-13
;;;1056;1,22029;31;;1056;1,13564;-11
;;;1057;1,21956;32;;1057;1,13502;-11
;;;1058;1,21882;29;;1058;1,13441;-13
;;;1059;1,21809;28;;1059;1,13380;-15
;;;1060;1,21735;29;;1060;1,13319;-23
;;;1061;1,21662;28;;1061;1,13258;-29
;;;1062;1,21589;28;;1062;1,13197;-24
;;;1063;1,21515;28;;1063;1,13137;-22
;;;1064;1,21442;30;;1064;1,13076;-22
;;;1065;1,21369;29;;1065;1,13015;-18
;;;1066;1,21296;29;;1066;1,12955;-16
;;;1067;1,21224;29;;1067;1,12894;-12
;;;1068;1,21151;26;;1068;1,12834;-13
;;;1069;1,21078;20;;1069;1,12773;-13
;;;1070;1,21006;20;;1070;1,12713;-12
;;;1071;1,20933;19;;1071;1,12653;-8
;;;1072;1,20861;19;;1072;1,12592;-9
;;;1073;1,20789;16;;1073;1,12532;-8
;;;1074;1,20716;19;;1074;1,12472;-12
;;;1075;1,20644;22;;1075;1,12412;-13
;;;1076;1,20572;25;;1076;1,12352;-13
;;;1077;1,20500;26;;1077;1,12292;-22
;;;1078;1,20428;28;;1078;1,12232;-23
;;;1079;1,20357;31;;1079;1,12173;-27
;;;1080;1,20285;33;;1080;1,12113;-24
;;;1081;1,20213;35;;1081;1,12053;-22
;;;1082;1,20142;37;;1082;1,11994;-19
;;;1083;1,20070;37;;1083;1,11934;-11
;;;1084;1,19999;40;;1084;1,11875;-6
;;;1085;1,19928;40;;1085;1,11815;-6
;;;1086;1,19857;41;;1086;1,11756;-5
;;;1087;1,19786;42;;1087;1,11697;-8
;;;1088;1,19715;44;;1088;1,11638;-2
;;;1089;1,19644;45;;1089;1,11579;-5
;;;1090;1,19573;45;;1090;1,11519;-12
;;;1091;1,19502;43;;1091;1,11460;-6
;;;1092;1,19431;43;;1092;1,11402;-8
;;;1093;1,19361;42;;1093;1,11343;-11
;;;1094;1,19290;39;;1094;1,11284;-8
;;;1095;1,19220;39;;1095;1,11225;-9
;;;1096;1,19150;39;;1096;1,11166;-2
;;;1097;1,19079;39;;1097;1,11108;-1
;;;1098;1,19009;39;;1098;1,11049;2
;;;1099;1,18939;35;;1099;1,10991;1
;;;1100;1,18869;37;;1100;1,10932;0
;;;1101;1,18799;39;;1101;1,10874;1
;;;1102;1,18729;40;;1102;1,10816;1
;;;1103;1,18660;42;;1103;1,10757;1
;;;1104;1,18590;39;;1104;1,10699;1
;;;1105;1,18520;40;;1105;1,10641;1
;;;1106;1,18451;39;;1106;1,10583;5
;;;1107;1,18381;39;;1107;1,10525;1
;;;1108;1,18312;38;;1108;1,10467;1
;;;1109;1,18243;36;;1109;1,10409;-5
;;;1110;1,18174;31;;1110;1,10351;-4
;;;1111;1,18104;29;;1111;1,10293;-4
;;;1112;1,18035;25;;1112;1,10236;-4
;;;1113;1,17966;22;;1113;1,10178;-2
;;;1114;1,17898;20;;1114;1,10120;-1
;;;1115;1,17829;18;;1115;1,10063;0
;;;1116;1,17760;19;;1116;1,10005;0
;;;1117;1,17691;22;;1117;1,09948;0
;;;1118;1,17623;22;;1118;1,09891;0
;;;1119;1,17554;21;;1119;1,09833;-1
;;;1120;1,17486;22;;1120;1,09776;0
;;;1121;1,17418;23;;1121;1,09719;-1
;;;1122;1,17350;24;;1122;1,09662;0
;;;1123;1,17281;24;;1123;1,09605;0
;;;1124;1,17213;26;;1124;1,09548;5
;;;1125;1,17145;24;;1125;1,09491;5
;;;1126;1,17077;25;;1126;1,09434;12
;;;1127;1,17010;24;;1127;1,09377;9
;;;1128;1,16942;22;;1128;1,09320;15
;;;1129;1,16874;21;;1129;1,09264;15
;;;1130;1,16807;19;;1130;1,09207;20
;;;1131;1,16739;19;;1131;1,09150;19
;;;1132;1,16672;23;;1132;1,09094;16
;;;1133;1,16604;23;;1133;1,09037;13
;;;1134;1,16537;20;;1134;1,08981;12
;;;1135;1,16470;23;;1135;1,08925;6
;;;1136;1,16403;22;;1136;1,08868;8
;;;1137;1,16336;21;;1137;1,08812;5
;;;1138;1,16269;23;;1138;1,08756;2
;;;1139;1,16202;21;;1139;1,08700;0
;;;1140;1,16135;22;;1140;1,08644;-2
;;;1141;1,16068;24;;1141;1,08588;-6
;;;1142;1,16001;27;;1142;1,08532;-8
;;;1143;1,15935;28;;1143;1,08476;-13
;;;1144;1,15868;28;;1144;1,08420;-13
;;;1145;1,15802;27;;1145;1,08364;-13
;;;1146;1,15736;28;;1146;1,08309;-13
;;;1147;1,15669;31;;1147;1,08253;-11
;;;1148;1,15603;31;;1148;1,08197;-8
;;;1149;1,15537;33;;1149;1,08142;-4
;;;1150;1,15471;32;;1150;1,08086;-4
;;;1151;1,15405;31;;1151;1,08031;-8
;;;1152;1,15339;29;;1152;1,07976;-13
;;;1153;1,15273;29;;1153;1,07920;-18
;;;1154;1,15207;28;;1154;1,07865;-19
;;;1155;1,15142;29;;1155;1,07810;-19
;;;1156;1,15076;30;;1156;1,07755;-24
;;;1157;1,15011;29;;1157;1,07700;-23
;;;1158;1,14945;32;;1158;1,07645;-26
;;;1159;1,14880;29;;1159;1,07590;-27
;;;1160;1,14814;29;;1160;1,07535;-27
;;;1161;1,14749;32;;1161;1,07480;-22
;;;1162;1,14684;29;;1162;1,07425;-22
;;;1163;1,14619;29;;1163;1,07370;-18
;;;1164;1,14554;29;;1164;1,07315;-15
;;;1165;1,14489;31;;1165;1,07261;-8
;;;1166;1,14424;31;;1166;1,07206;-16
;;;1167;1,14359;32;;1167;1,07152;-16
;;;1168;1,14295;28;;1168;1,07097;-18
;;;1169;1,14230;31;;1169;1,07043;-22
;;;1170;1,14165;32;;1170;1,06988;-26
;;;1171;1,14101;30;;1171;1,06934;-34
;;;1172;1,14036;32;;1172;1,06880;-36
;;;1173;1,13972;35;;1173;1,06826;-33
;;;1174;1,13908;32;;1174;1,06772;-31
;;;1175;1,13844;32;;1175;1,06717;-31
;;;1176;1,13779;30;;1176;1,06663;-31
;;;1177;1,13715;28;;1177;1,06609;-24
;;;1178;1,13651;24;;1178;1,06556;-26
;;;1179;1,13587;25;;1179;1,06502;-30
;;;1180;1,13524;23;;1180;1,06448;-27
;;;1181;1,13460;22;;1181;1,06394;-31
;;;1182;1,13396;23;;1182;1,06340;-31
;;;1183;1,13333;22;;1183;1,06287;-27
;;;1184;1,13269;25;;1184;1,06233;-24
;;;1185;1,13205;25;;1185;1,06180;-23
;;;1186;1,13142;25;;1186;1,06126;-24
;;;1187;1,13079;24;;1187;1,06073;-26
;;;1188;1,13015;22;;1188;1,06019;-26
;;;1189;1,12952;20;;1189;1,05966;-23
;;;1190;1,12889;17;;1190;1,05913;-30
;;;1191;1,12826;17;;1191;1,05859;-29
;;;1192;1,12763;13;;1192;1,05806;-24
;;;1193;1,12700;13;;1193;1,05753;-27
;;;1194;1,12637;17;;1194;1,05700;-30
;;;1195;1,12574;17;;1195;1,05647;-36
;;;1196;1,12512;17;;1196;1,05594;-36
;;;1197;1,12449;19;;1197;1,05541;-41
;;;1198;1,12387;19;;1198;1,05488;-37
;;;1199;1,12324;18;;1199;1,05436;-34
;;;1200;1,12262;18;;1200;1,05383;-31
;;;1201;1,12199;17;;1201;1,05330;-30
;;;1202;1,12137;15;;1202;1,05278;-23
;;;1203;1,12075;15;;1203;1,05225;-23
;;;1204;1,12013;14;;1204;1,05172;-24
;;;1205;1,11950;15;;1205;1,05120;-31
;;;1206;1,11888;15;;1206;1,05067;-37
;;;1207;1,11826;15;;1207;1,05015;-42
;;;1208;1,11765;13;;1208;1,04963;-44
;;;1209;1,11703;13;;1209;1,04911;-47
;;;1210;1,11641;14;;1210;1,04858;-51
;;;1211;1,11579;16;;1211;1,04806;-49
;;;1212;1,11518;18;;1212;1,04754;-51
;;;1213;1,11456;16;;1213;1,04702;-47
;;;1214;1,11395;16;;1214;1,04650;-45
;;;1215;1,11333;13;;1215;1,04598;-42
;;;1216;1,11272;13;;1216;1,04546;-45
;;;1217;1,11211;10;;1217;1,04494;-45
;;;1218;1,11149;12;;1218;1,04442;-44
