Date;2022-11-18;;#;N_mob;Amp;;#;P_mob;Amp
;;;147;2,70722;32;;147;2,22685;336
;;;148;2,70360;32;;148;2,22450;342
;;;149;2,69998;32;;149;2,22216;346
;;;150;2,69638;32;;150;2,21981;353
;;;151;2,69278;34;;151;2,21748;356
;;;152;2,68920;33;;152;2,21515;364
;;;153;2,68562;37;;153;2,21282;368
;;;154;2,68205;34;;154;2,21050;367
;;;155;2,67850;35;;155;2,20818;370
;;;156;2,67495;37;;156;2,20587;373
;;;157;2,67141;34;;157;2,20356;379
;;;158;2,66788;34;;158;2,20126;392
;;;159;2,66436;34;;159;2,19896;402
;;;160;2,66085;34;;160;2,19667;421
;;;161;2,65735;35;;161;2,19438;442
;;;162;2,65386;37;;162;2,19209;471
;;;163;2,65037;36;;163;2,18982;504
;;;164;2,64690;39;;164;2,18754;542
;;;165;2,64344;41;;165;2,18527;583
;;;166;2,63998;48;;166;2,18301;626
;;;167;2,63653;56;;167;2,18075;683
;;;168;2,63310;68;;168;2,17849;752
;;;169;2,62967;83;;169;2,17624;823
;;;170;2,62625;104;;170;2,17400;899
;;;171;2,62284;127;;171;2,17176;981
;;;172;2,61944;157;;172;2,16952;1065
;;;173;2,61604;191;;173;2,16729;1148
;;;174;2,61266;228;;174;2,16506;1232
;;;175;2,60928;271;;175;2,16284;1318
;;;176;2,60592;317;;176;2,16062;1399
;;;177;2,60256;366;;177;2,15840;1474
;;;178;2,59921;417;;178;2,15620;1547
;;;179;2,59587;467;;179;2,15399;1607
;;;180;2,59254;512;;180;2,15179;1658
;;;181;2,58921;553;;181;2,14959;1698
;;;182;2,58590;588;;182;2,14740;1732
;;;183;2,58259;617;;183;2,14522;1762
;;;184;2,57929;641;;184;2,14303;1784
;;;185;2,57600;656;;185;2,14086;1791
;;;186;2,57272;663;;186;2,13868;1795
;;;187;2,56945;663;;187;2,13651;1788
;;;188;2,56618;655;;188;2,13435;1780
;;;189;2,56293;647;;189;2,13219;1765
;;;190;2,55968;630;;190;2,13003;1748
;;;191;2,55644;607;;191;2,12788;1725
;;;192;2,55321;580;;192;2,12573;1705
;;;193;2,54998;551;;193;2,12359;1676
;;;194;2,54677;521;;194;2,12145;1650
;;;195;2,54356;492;;195;2,11932;1618
;;;196;2,54036;460;;196;2,11719;1593
;;;197;2,53717;430;;197;2,11506;1571
;;;198;2,53398;400;;198;2,11294;1550
;;;199;2,53081;371;;199;2,11082;1530
;;;200;2,52764;344;;200;2,10871;1512
;;;201;2,52448;320;;201;2,10660;1497
;;;202;2,52133;294;;202;2,10450;1486
;;;203;2,51819;275;;203;2,10240;1475
;;;204;2,51505;255;;204;2,10030;1468
;;;205;2,51192;239;;205;2,09821;1458
;;;206;2,50880;228;;206;2,09612;1453
;;;207;2,50569;222;;207;2,09404;1442
;;;208;2,50258;225;;208;2,09196;1432
;;;209;2,49949;234;;209;2,08988;1424
;;;210;2,49640;251;;210;2,08781;1418
;;;211;2,49332;284;;211;2,08575;1415
;;;212;2,49024;332;;212;2,08368;1404
;;;213;2,48717;395;;213;2,08162;1399
;;;214;2,48412;484;;214;2,07957;1385
;;;215;2,48106;595;;215;2,07752;1374
;;;216;2,47802;732;;216;2,07547;1361
;;;217;2,47498;895;;217;2,07343;1347
;;;218;2,47195;1085;;218;2,07139;1332
;;;219;2,46893;1298;;219;2,06935;1314
;;;220;2,46592;1532;;220;2,06732;1295
;;;221;2,46291;1790;;221;2,06530;1274
;;;222;2,45991;2065;;222;2,06327;1252
;;;223;2,45692;2356;;223;2,06126;1232
;;;224;2,45393;2654;;224;2,05924;1205
;;;225;2,45095;2957;;225;2,05723;1184
;;;226;2,44798;3261;;226;2,05522;1160
;;;227;2,44502;3557;;227;2,05322;1138
;;;228;2,44206;3846;;228;2,05122;1110
;;;229;2,43911;4117;;229;2,04922;1089
;;;230;2,43617;4380;;230;2,04723;1065
;;;231;2,43324;4617;;231;2,04525;1042
;;;232;2,43031;4835;;232;2,04326;1024
;;;233;2,42739;5029;;233;2,04128;998
;;;234;2,42447;5194;;234;2,03931;979
;;;235;2,42157;5336;;235;2,03733;958
;;;236;2,41867;5455;;236;2,03537;944
;;;237;2,41577;5546;;237;2,03340;926
;;;238;2,41289;5613;;238;2,03144;922
;;;239;2,41001;5650;;239;2,02948;911
;;;240;2,40713;5664;;240;2,02753;899
;;;241;2,40427;5652;;241;2,02558;893
;;;242;2,40141;5616;;242;2,02363;884
;;;243;2,39856;5560;;243;2,02169;879
;;;244;2,39571;5480;;244;2,01975;875
;;;245;2,39287;5382;;245;2,01782;869
;;;246;2,39004;5264;;246;2,01589;868
;;;247;2,38722;5130;;247;2,01396;868
;;;248;2,38440;4981;;248;2,01204;872
;;;249;2,38159;4820;;249;2,01012;879
;;;250;2,37878;4645;;250;2,00820;888
;;;251;2,37598;4456;;251;2,00629;899
;;;252;2,37319;4265;;252;2,00438;919
;;;253;2,37041;4066;;253;2,00247;937
;;;254;2,36763;3864;;254;2,00057;959
;;;255;2,36485;3658;;255;1,99867;990
;;;256;2,36209;3454;;256;1,99678;1015
;;;257;2,35933;3252;;257;1,99489;1038
;;;258;2,35658;3051;;258;1,99300;1070
;;;259;2,35383;2856;;259;1,99112;1099
;;;260;2,35109;2668;;260;1,98924;1134
;;;261;2,34836;2490;;261;1,98736;1174
;;;262;2,34563;2321;;262;1,98549;1205
;;;263;2,34291;2163;;263;1,98362;1239
;;;264;2,34019;2020;;264;1,98175;1271
;;;265;2,33748;1891;;265;1,97989;1296
;;;266;2,33478;1778;;266;1,97803;1321
;;;267;2,33209;1684;;267;1,97618;1339
;;;268;2,32940;1609;;268;1,97432;1354
;;;269;2,32671;1558;;269;1,97247;1361
;;;270;2,32403;1529;;270;1,97063;1368
;;;271;2,32136;1519;;271;1,96879;1367
;;;272;2,31870;1539;;272;1,96695;1360
;;;273;2,31604;1578;;273;1,96511;1349
;;;274;2,31339;1648;;274;1,96328;1332
;;;275;2,31074;1745;;275;1,96146;1309
;;;276;2,30810;1866;;276;1,95963;1288
;;;277;2,30546;2010;;277;1,95781;1270
;;;278;2,30283;2176;;278;1,95599;1241
;;;279;2,30021;2359;;279;1,95418;1211
;;;280;2,29759;2556;;280;1,95237;1185
;;;281;2,29498;2767;;281;1,95056;1150
;;;282;2,29238;2987;;282;1,94875;1117
;;;283;2,28978;3208;;283;1,94695;1084
;;;284;2,28719;3434;;284;1,94516;1048
;;;285;2,28460;3660;;285;1,94336;1012
;;;286;2,28202;3882;;286;1,94157;983
;;;287;2,27944;4094;;287;1,93978;949
;;;288;2,27687;4302;;288;1,93800;926
;;;289;2,27431;4500;;289;1,93622;899
;;;290;2,27175;4685;;290;1,93444;873
;;;291;2,26920;4856;;291;1,93266;843
;;;292;2,26665;5013;;292;1,93089;818
;;;293;2,26411;5151;;293;1,92912;795
;;;294;2,26157;5274;;294;1,92736;777
;;;295;2,25904;5381;;295;1,92560;764
;;;296;2,25652;5467;;296;1,92384;754
;;;297;2,25400;5542;;297;1,92208;754
;;;298;2,25149;5598;;298;1,92033;759
;;;299;2,24898;5637;;299;1,91858;777
;;;300;2,24648;5656;;300;1,91684;807
;;;301;2,24398;5660;;301;1,91509;847
;;;302;2,24149;5647;;302;1,91335;887
;;;303;2,23901;5620;;303;1,91162;948
;;;304;2,23653;5570;;304;1,90988;1022
;;;305;2,23406;5502;;305;1,90815;1117
;;;306;2,23159;5418;;306;1,90643;1227
;;;307;2,22912;5316;;307;1,90470;1358
;;;308;2,22667;5194;;308;1,90298;1515
;;;309;2,22421;5050;;309;1,90127;1694
;;;310;2,22177;4960;;310;1,89955;1892
;;;311;2,21932;4842;;311;1,89784;2111
;;;312;2,21689;4691;;312;1,89613;2353
;;;313;2,21446;4512;;313;1,89443;2609
;;;314;2,21203;4297;;314;1,89273;2884
;;;315;2,20961;4056;;315;1,89103;3176
;;;316;2,20720;3781;;316;1,88933;3479
;;;317;2,20479;3480;;317;1,88764;3787
;;;318;2,20238;3158;;318;1,88595;4103
;;;319;2,19998;2821;;319;1,88426;4413
;;;320;2,19759;2496;;320;1,88258;4724
;;;321;2,19520;2187;;321;1,88090;5029
;;;322;2,19282;1892;;322;1,87922;5326
;;;323;2,19044;1621;;323;1,87754;5614
;;;324;2,18807;1378;;324;1,87587;5888
;;;325;2,18570;1162;;325;1,87420;6141
;;;326;2,18334;975;;326;1,87254;6388
;;;327;2,18098;817;;327;1,87087;6616
;;;328;2,17863;686;;328;1,86921;6826
;;;329;2,17628;583;;329;1,86756;7025
;;;330;2,17394;505;;330;1,86590;7202
;;;331;2,17160;444;;331;1,86425;7366
;;;332;2,16927;408;;332;1,86260;7510
;;;333;2,16694;391;;333;1,86096;7629
;;;334;2,16461;379;;334;1,85931;7732
;;;335;2,16230;384;;335;1,85767;7812
;;;336;2,15998;396;;336;1,85604;7882
;;;337;2,15768;411;;337;1,85440;7932
;;;338;2,15537;431;;338;1,85277;7965
;;;339;2,15308;450;;339;1,85115;7981
;;;340;2,15078;472;;340;1,84952;7991
;;;341;2,14850;490;;341;1,84790;7975
;;;342;2,14621;503;;342;1,84628;7950
;;;343;2,14393;514;;343;1,84466;7915
;;;344;2,14166;523;;344;1,84305;7865
;;;345;2,13939;522;;345;1,84144;7801
;;;346;2,13713;518;;346;1,83983;7725
;;;347;2,13487;510;;347;1,83822;7642
;;;348;2,13261;497;;348;1,83662;7550
;;;349;2,13036;480;;349;1,83502;7450
;;;350;2,12812;459;;350;1,83342;7338
;;;351;2,12588;435;;351;1,83183;7215
;;;352;2,12364;403;;352;1,83024;7087
;;;353;2,12141;376;;353;1,82865;6951
;;;354;2,11919;347;;354;1,82706;6811
;;;355;2,11697;315;;355;1,82548;6664
;;;356;2,11475;286;;356;1,82390;6513
;;;357;2,11254;258;;357;1,82232;6347
;;;358;2,11033;235;;358;1,82075;6182
;;;359;2,10813;212;;359;1,81917;6015
;;;360;2,10593;197;;360;1,81760;5839
;;;361;2,10374;183;;361;1,81604;5661
;;;362;2,10155;173;;362;1,81447;5478
;;;363;2,09936;163;;363;1,81291;5294
;;;364;2,09718;170;;364;1,81135;5111
;;;365;2,09501;181;;365;1,80980;4935
;;;366;2,09283;192;;366;1,80824;4753
;;;367;2,09067;209;;367;1,80669;4581
;;;368;2,08851;228;;368;1,80514;4407
;;;369;2,08635;241;;369;1,80360;4232
;;;370;2,08420;258;;370;1,80206;4050
;;;371;2,08205;273;;371;1,80052;3880
;;;372;2,07990;290;;372;1,79898;3703
;;;373;2,07776;307;;373;1,79744;3537
;;;374;2,07563;322;;374;1,79591;3375
;;;375;2,07350;336;;375;1,79438;3210
;;;376;2,07137;349;;376;1,79285;3052
;;;377;2,06925;361;;377;1,79133;2898
;;;378;2,06713;372;;378;1,78981;2749
;;;379;2,06502;384;;379;1,78829;2612
;;;380;2,06291;390;;380;1,78677;2476
;;;381;2,06080;401;;381;1,78526;2347
;;;382;2,05870;411;;382;1,78375;2221
;;;383;2,05660;419;;383;1,78224;2102
;;;384;2,05451;429;;384;1,78073;1998
;;;385;2,05242;434;;385;1,77923;1894
;;;386;2,05034;438;;386;1,77772;1799
;;;387;2,04826;441;;387;1,77623;1713
;;;388;2,04619;441;;388;1,77473;1632
;;;389;2,04412;444;;389;1,77323;1555
;;;390;2,04205;439;;390;1,77174;1487
;;;391;2,03999;440;;391;1,77025;1420
;;;392;2,03793;437;;392;1,76877;1354
;;;393;2,03587;432;;393;1,76728;1295
;;;394;2,03382;425;;394;1,76580;1239
;;;395;2,03178;416;;395;1,76432;1191
;;;396;2,02973;406;;396;1,76285;1148
;;;397;2,02770;395;;397;1,76137;1110
;;;398;2,02566;381;;398;1,75990;1080
;;;399;2,02363;365;;399;1,75843;1046
;;;400;2,02161;351;;400;1,75697;1019
;;;401;2,01959;339;;401;1,75550;992
;;;402;2,01757;323;;402;1,75404;972
;;;403;2,01555;312;;403;1,75258;955
;;;404;2,01355;298;;404;1,75112;933
;;;405;2,01154;287;;405;1,74967;919
;;;406;2,00954;274;;406;1,74822;909
;;;407;2,00754;266;;407;1,74677;906
;;;408;2,00555;256;;408;1,74532;899
;;;409;2,00356;251;;409;1,74388;894
;;;410;2,00157;244;;410;1,74243;891
;;;411;1,99959;240;;411;1,74099;887
;;;412;1,99761;236;;412;1,73956;884
;;;413;1,99564;232;;413;1,73812;887
;;;414;1,99367;229;;414;1,73669;884
;;;415;1,99170;226;;415;1,73526;891
;;;416;1,98974;221;;416;1,73383;894
;;;417;1,98778;220;;417;1,73240;899
;;;418;1,98583;217;;418;1,73098;902
;;;419;1,98388;213;;419;1,72956;898
;;;420;1,98193;210;;420;1,72814;898
;;;421;1,97999;206;;421;1,72672;891
;;;422;1,97805;202;;422;1,72531;898
;;;423;1,97611;198;;423;1,72390;894
;;;424;1,97418;195;;424;1,72249;894
;;;425;1,97225;189;;425;1,72108;888
;;;426;1,97033;183;;426;1,71968;884
;;;427;1,96841;176;;427;1,71827;879
;;;428;1,96649;167;;428;1,71687;873
;;;429;1,96458;157;;429;1,71547;870
;;;430;1,96267;150;;430;1,71408;869
;;;431;1,96076;142;;431;1,71269;872
;;;432;1,95886;134;;432;1,71129;872
;;;433;1,95696;125;;433;1,70991;873
;;;434;1,95507;120;;434;1,70852;872
;;;435;1,95318;117;;435;1,70713;877
;;;436;1,95129;114;;436;1,70575;886
;;;437;1,94941;110;;437;1,70437;893
;;;438;1,94753;104;;438;1,70299;898
;;;439;1,94565;100;;439;1,70162;906
;;;440;1,94378;97;;440;1,70024;909
;;;441;1,94191;94;;441;1,69887;915
;;;442;1,94004;90;;442;1,69750;922
;;;443;1,93818;86;;443;1,69614;929
;;;444;1,93632;82;;444;1,69477;936
;;;445;1,93447;78;;445;1,69341;936
;;;446;1,93262;75;;446;1,69205;945
;;;447;1,93077;73;;447;1,69069;960
;;;448;1,92893;69;;448;1,68934;972
;;;449;1,92709;68;;449;1,68798;987
;;;450;1,92525;65;;450;1,68663;1002
;;;451;1,92341;66;;451;1,68528;1023
;;;452;1,92158;68;;452;1,68394;1048
;;;453;1,91976;68;;453;1,68259;1071
;;;454;1,91794;67;;454;1,68125;1095
;;;455;1,91612;66;;455;1,67991;1119
;;;456;1,91430;68;;456;1,67857;1146
;;;457;1,91249;66;;457;1,67723;1167
;;;458;1,91068;65;;458;1,67590;1191
;;;459;1,90887;66;;459;1,67457;1214
;;;460;1,90707;66;;460;1,67324;1234
;;;461;1,90527;65;;461;1,67191;1253
;;;462;1,90347;67;;462;1,67058;1268
;;;463;1,90168;63;;463;1,66926;1285
;;;464;1,89989;65;;464;1,66794;1292
;;;465;1,89811;65;;465;1,66662;1303
;;;466;1,89632;68;;466;1,66530;1313
;;;467;1,89455;69;;467;1,66398;1321
;;;468;1,89277;71;;468;1,66267;1327
;;;469;1,89100;76;;469;1,66136;1322
;;;470;1,88923;78;;470;1,66005;1320
;;;471;1,88746;81;;471;1,65874;1314
;;;472;1,88570;81;;472;1,65744;1311
;;;473;1,88394;81;;473;1,65613;1309
;;;474;1,88219;79;;474;1,65483;1302
;;;475;1,88043;79;;475;1,65353;1289
;;;476;1,87868;78;;476;1,65224;1282
;;;477;1,87694;80;;477;1,65094;1273
;;;478;1,87520;76;;478;1,64965;1260
;;;479;1,87346;75;;479;1,64836;1253
;;;480;1,87172;74;;480;1,64707;1235
;;;481;1,86999;70;;481;1,64578;1216
;;;482;1,86826;69;;482;1,64450;1202
;;;483;1,86653;67;;483;1,64322;1185
;;;484;1,86481;66;;484;1,64194;1170
;;;485;1,86309;68;;485;1,64066;1148
;;;486;1,86137;68;;486;1,63938;1131
;;;487;1,85966;68;;487;1,63811;1106
;;;488;1,85794;65;;488;1,63683;1089
;;;489;1,85624;65;;489;1,63556;1073
;;;490;1,85453;65;;490;1,63429;1058
;;;491;1,85283;63;;491;1,63303;1042
;;;492;1,85113;66;;492;1,63176;1030
;;;493;1,84944;68;;493;1,63050;1019
;;;494;1,84775;66;;494;1,62924;1003
;;;495;1,84606;63;;495;1,62798;990
;;;496;1,84437;64;;496;1,62672;980
;;;497;1,84269;64;;497;1,62547;966
;;;498;1,84101;64;;498;1,62421;948
;;;499;1,83933;62;;499;1,62296;923
;;;500;1,83766;64;;500;1,62171;908
;;;501;1,83599;63;;501;1,62046;888
;;;502;1,83432;62;;502;1,61922;870
;;;503;1,83265;59;;503;1,61797;852
;;;504;1,83099;60;;504;1,61673;837
;;;505;1,82933;62;;505;1,61549;826
;;;506;1,82768;65;;506;1,61426;819
;;;507;1,82603;65;;507;1,61302;812
;;;508;1,82438;69;;508;1,61179;802
;;;509;1,82273;68;;509;1,61055;798
;;;510;1,82109;70;;510;1,60932;791
;;;511;1,81945;73;;511;1,60809;782
;;;512;1,81781;76;;512;1,60687;773
;;;513;1,81617;82;;513;1,60564;773
;;;514;1,81454;84;;514;1,60442;766
;;;515;1,81291;88;;515;1,60320;762
;;;516;1,81129;93;;516;1,60198;750
;;;517;1,80966;98;;517;1,60076;748
;;;518;1,80804;104;;518;1,59955;744
;;;519;1,80643;108;;519;1,59833;744
;;;520;1,80481;114;;520;1,59712;741
;;;521;1,80320;126;;521;1,59591;748
;;;522;1,80159;137;;522;1,59470;751
;;;523;1,79999;145;;523;1,59350;752
;;;524;1,79838;156;;524;1,59229;752
;;;525;1,79678;164;;525;1,59109;754
;;;526;1,79519;171;;526;1,58989;761
;;;527;1,79359;183;;527;1,58869;754
;;;528;1,79200;188;;528;1,58749;750
;;;529;1,79041;199;;529;1,58630;741
;;;530;1,78883;205;;530;1,58510;743
;;;531;1,78724;215;;531;1,58391;737
;;;532;1,78566;223;;532;1,58272;733
;;;533;1,78409;225;;533;1,58153;739
;;;534;1,78251;229;;534;1,58035;740
;;;535;1,78094;231;;535;1,57916;740
;;;536;1,77937;228;;536;1,57798;734
;;;537;1,77780;220;;537;1,57680;734
;;;538;1,77624;218;;538;1,57562;730
;;;539;1,77468;212;;539;1,57444;725
;;;540;1,77312;206;;540;1,57327;726
;;;541;1,77157;200;;541;1,57209;719
;;;542;1,77001;194;;542;1,57092;714
;;;543;1,76846;189;;543;1,56975;708
;;;544;1,76692;183;;544;1,56858;704
;;;545;1,76537;176;;545;1,56741;693
;;;546;1,76383;169;;546;1,56625;685
;;;547;1,76229;162;;547;1,56508;673
;;;548;1,76075;154;;548;1,56392;667
;;;549;1,75922;146;;549;1,56276;658
;;;550;1,75769;139;;550;1,56160;643
;;;551;1,75616;133;;551;1,56045;635
;;;552;1,75464;125;;552;1,55929;628
;;;553;1,75311;114;;553;1,55814;626
;;;554;1,75159;111;;554;1,55699;621
;;;555;1,75007;101;;555;1,55584;617
;;;556;1,74856;96;;556;1,55469;615
;;;557;1,74705;89;;557;1,55354;612
;;;558;1,74554;85;;558;1,55240;612
;;;559;1,74403;78;;559;1,55125;615
;;;560;1,74252;76;;560;1,55011;615
;;;561;1,74102;66;;561;1,54897;617
;;;562;1,73952;64;;562;1,54783;618
;;;563;1,73803;60;;563;1,54670;624
;;;564;1,73653;53;;564;1,54556;632
;;;565;1,73504;51;;565;1,54443;639
;;;566;1,73355;45;;566;1,54330;644
;;;567;1,73206;43;;567;1,54217;654
;;;568;1,73058;43;;568;1,54104;660
;;;569;1,72910;41;;569;1,53991;671
;;;570;1,72762;39;;570;1,53879;679
;;;571;1,72614;40;;571;1,53767;686
;;;572;1,72467;39;;572;1,53654;691
;;;573;1,72320;40;;573;1,53542;689
;;;574;1,72173;40;;574;1,53431;698
;;;575;1,72026;39;;575;1,53319;700
;;;576;1,71880;37;;576;1,53207;700
;;;577;1,71733;38;;577;1,53096;703
;;;578;1,71588;40;;578;1,52985;707
;;;579;1,71442;39;;579;1,52874;710
;;;580;1,71296;39;;580;1,52763;708
;;;581;1,71151;39;;581;1,52652;708
;;;582;1,71006;39;;582;1,52542;704
;;;583;1,70862;42;;583;1,52431;703
;;;584;1,70717;41;;584;1,52321;698
;;;585;1,70573;42;;585;1,52211;690
;;;586;1,70429;42;;586;1,52101;686
;;;587;1,70285;45;;587;1,51992;683
;;;588;1,70142;42;;588;1,51882;671
;;;589;1,69999;45;;589;1,51773;664
;;;590;1,69856;43;;590;1,51663;647
;;;591;1,69713;42;;591;1,51554;630
;;;592;1,69571;40;;592;1,51445;622
;;;593;1,69428;39;;593;1,51336;610
;;;594;1,69286;37;;594;1,51228;596
;;;595;1,69145;35;;595;1,51119;583
;;;596;1,69003;33;;596;1,51011;565
;;;597;1,68862;32;;597;1,50903;553
;;;598;1,68721;31;;598;1,50795;540
;;;599;1,68580;30;;599;1,50687;529
;;;600;1,68439;33;;600;1,50579;517
;;;601;1,68299;33;;601;1,50472;507
;;;602;1,68159;33;;602;1,50364;501
;;;603;1,68019;32;;603;1,50257;492
;;;604;1,67879;32;;604;1,50150;482
;;;605;1,67740;32;;605;1,50043;472
;;;606;1,67600;32;;606;1,49936;457
;;;607;1,67462;32;;607;1,49830;446
;;;608;1,67323;32;;608;1,49723;443
;;;609;1,67184;31;;609;1,49617;435
;;;610;1,67046;30;;610;1,49511;436
;;;611;1,66908;31;;611;1,49404;434
