Date;2022-11-18;;#;N_mob;Amp;;#;P_mob;Amp
;;;608;1,67024;29;;608;1,49295;600
;;;609;1,66886;29;;609;1,49189;591
;;;610;1,66748;28;;610;1,49084;584
;;;611;1,66610;28;;611;1,48978;574
;;;612;1,66472;33;;612;1,48872;563
;;;613;1,66335;34;;613;1,48767;563
;;;614;1,66198;36;;614;1,48662;561
;;;615;1,66061;37;;615;1,48556;554
;;;616;1,65924;36;;616;1,48451;544
;;;617;1,65788;36;;617;1,48347;539
;;;618;1,65652;38;;618;1,48242;535
;;;619;1,65516;40;;619;1,48137;527
;;;620;1,65380;39;;620;1,48033;524
;;;621;1,65244;39;;621;1,47929;516
;;;622;1,65109;39;;622;1,47825;509
;;;623;1,64974;38;;623;1,47721;507
;;;624;1,64839;39;;624;1,47617;504
;;;625;1,64704;41;;625;1,47513;493
;;;626;1,64570;41;;626;1,47410;493
;;;627;1,64436;43;;627;1,47306;486
;;;628;1,64302;43;;628;1,47203;475
;;;629;1,64168;42;;629;1,47100;467
;;;630;1,64034;46;;630;1,46997;464
;;;631;1,63901;45;;631;1,46894;452
;;;632;1,63768;43;;632;1,46792;447
;;;633;1,63635;43;;633;1,46689;435
;;;634;1,63502;44;;634;1,46587;428
;;;635;1,63369;44;;635;1,46484;418
;;;636;1,63237;46;;636;1,46382;408
;;;637;1,63105;46;;637;1,46280;397
;;;638;1,62973;50;;638;1,46179;386
;;;639;1,62842;53;;639;1,46077;375
;;;640;1,62710;56;;640;1,45975;370
;;;641;1,62579;59;;641;1,45874;363
;;;642;1,62448;61;;642;1,45773;360
;;;643;1,62317;63;;643;1,45672;352
;;;644;1,62187;68;;644;1,45571;345
;;;645;1,62056;72;;645;1,45470;336
;;;646;1,61926;73;;646;1,45369;333
;;;647;1,61796;76;;647;1,45269;329
;;;648;1,61666;75;;648;1,45168;324
;;;649;1,61537;75;;649;1,45068;311
;;;650;1,61407;76;;650;1,44968;303
;;;651;1,61278;77;;651;1,44868;300
;;;652;1,61149;79;;652;1,44768;298
;;;653;1,61021;83;;653;1,44669;298
;;;654;1,60892;86;;654;1,44569;299
;;;655;1,60764;86;;655;1,44470;298
;;;656;1,60636;88;;656;1,44370;296
;;;657;1,60508;86;;657;1,44271;299
;;;658;1,60380;83;;658;1,44172;296
;;;659;1,60253;77;;659;1,44073;299
;;;660;1,60125;74;;660;1,43974;302
;;;661;1,59998;74;;661;1,43876;307
;;;662;1,59871;71;;662;1,43777;307
;;;663;1,59745;68;;663;1,43679;306
;;;664;1,59618;61;;664;1,43581;303
;;;665;1,59492;57;;665;1,43483;305
;;;666;1,59366;57;;666;1,43385;307
;;;667;1,59240;53;;667;1,43287;309
;;;668;1,59114;52;;668;1,43189;311
;;;669;1,58989;50;;669;1,43092;310
;;;670;1,58864;46;;670;1,42994;306
;;;671;1,58739;47;;671;1,42897;300
;;;672;1,58614;45;;672;1,42800;298
;;;673;1,58489;46;;673;1,42703;294
;;;674;1,58364;43;;674;1,42606;294
;;;675;1,58240;43;;675;1,42509;294
;;;676;1,58116;43;;676;1,42413;295
;;;677;1,57992;40;;677;1,42316;299
;;;678;1,57868;39;;678;1,42220;298
;;;679;1,57745;36;;679;1,42124;295
;;;680;1,57622;39;;680;1,42028;295
;;;681;1,57498;39;;681;1,41932;292
;;;682;1,57375;43;;682;1,41836;292
;;;683;1,57253;43;;683;1,41740;291
;;;684;1,57130;43;;684;1,41644;292
;;;685;1,57008;46;;685;1,41549;291
;;;686;1,56886;45;;686;1,41454;295
;;;687;1,56764;46;;687;1,41359;294
;;;688;1,56642;40;;688;1,41263;294
;;;689;1,56520;38;;689;1,41169;292
;;;690;1,56399;38;;690;1,41074;288
;;;691;1,56277;39;;691;1,40979;280
;;;692;1,56156;37;;692;1,40884;279
;;;693;1,56036;39;;693;1,40790;273
;;;694;1,55915;38;;694;1,40696;272
;;;695;1,55794;40;;695;1,40602;271
;;;696;1,55674;39;;696;1,40508;269
;;;697;1,55554;35;;697;1,40414;269
;;;698;1,55434;33;;698;1,40320;269
;;;699;1,55314;34;;699;1,40226;269
;;;700;1,55195;36;;700;1,40133;272
;;;701;1,55075;35;;701;1,40039;273
;;;702;1,54956;34;;702;1,39946;275
;;;703;1,54837;30;;703;1,39853;271
;;;704;1,54718;27;;704;1,39760;271
;;;705;1,54600;25;;705;1,39667;267
;;;706;1,54481;23;;706;1,39574;260
;;;707;1,54363;20;;707;1,39481;254
;;;708;1,54245;23;;708;1,39389;254
;;;709;1,54127;21;;709;1,39296;257
;;;710;1,54009;24;;710;1,39204;254
;;;711;1,53892;23;;711;1,39112;253
;;;712;1,53774;24;;712;1,39020;253
;;;713;1,53657;25;;713;1,38928;250
;;;714;1,53540;24;;714;1,38836;250
;;;715;1,53423;23;;715;1,38744;258
;;;716;1,53306;19;;716;1,38653;257
;;;717;1,53190;17;;717;1,38561;260
;;;718;1,53074;20;;718;1,38470;257
;;;719;1,52957;20;;719;1,38379;256
;;;720;1,52842;20;;720;1,38288;254
;;;721;1,52726;22;;721;1,38197;250
;;;722;1,52610;24;;722;1,38106;248
;;;723;1,52495;26;;723;1,38015;242
;;;724;1,52379;31;;724;1,37924;242
;;;725;1,52264;30;;725;1,37834;244
;;;726;1,52149;27;;726;1,37743;235
;;;727;1,52035;25;;727;1,37653;235
;;;728;1,51920;24;;728;1,37563;234
;;;729;1,51806;23;;729;1,37473;233
;;;730;1,51691;22;;730;1,37383;230
;;;731;1,51577;20;;731;1,37293;234
;;;732;1,51464;16;;732;1,37204;233
;;;733;1,51350;14;;733;1,37114;230
;;;734;1,51236;16;;734;1,37025;229
;;;735;1,51123;16;;735;1,36935;229
;;;736;1,51010;13;;736;1,36846;222
;;;737;1,50897;12;;737;1,36757;227
;;;738;1,50784;16;;738;1,36668;219
;;;739;1,50671;14;;739;1,36579;219
;;;740;1,50559;16;;740;1,36490;222
;;;741;1,50446;13;;741;1,36402;220
;;;742;1,50334;15;;742;1,36313;220
;;;743;1,50222;14;;743;1,36225;223
;;;744;1,50110;16;;744;1,36137;223
;;;745;1,49998;19;;745;1,36048;229
;;;746;1,49887;20;;746;1,35960;223
;;;747;1,49776;21;;747;1,35872;220
;;;748;1,49664;20;;748;1,35785;219
;;;749;1,49553;21;;749;1,35697;215
;;;750;1,49443;20;;750;1,35609;207
;;;751;1,49332;21;;751;1,35522;203
;;;752;1,49221;21;;752;1,35434;192
;;;753;1,49111;20;;753;1,35347;193
;;;754;1,49001;18;;754;1,35260;195
;;;755;1,48891;17;;755;1,35173;191
;;;756;1,48781;16;;756;1,35086;188
;;;757;1,48671;13;;757;1,34999;178
;;;758;1,48561;11;;758;1,34912;177
;;;759;1,48452;13;;759;1,34826;172
;;;760;1,48343;13;;760;1,34739;173
;;;761;1,48234;17;;761;1,34653;172
;;;762;1,48125;19;;762;1,34567;174
;;;763;1,48016;20;;763;1,34481;172
;;;764;1,47908;18;;764;1,34395;172
;;;765;1,47799;18;;765;1,34309;164
;;;766;1,47691;19;;766;1,34223;159
;;;767;1,47583;18;;767;1,34137;155
;;;768;1,47475;15;;768;1,34052;150
;;;769;1,47367;12;;769;1,33966;153
;;;770;1,47259;12;;770;1,33881;154
;;;771;1,47152;13;;771;1,33795;155
;;;772;1,47044;14;;772;1,33710;153
;;;773;1,46937;18;;773;1,33625;154
;;;774;1,46830;20;;774;1,33540;159
;;;775;1,46723;22;;775;1,33455;161
;;;776;1,46617;24;;776;1,33371;158
;;;777;1,46510;26;;777;1,33286;158
;;;778;1,46404;29;;778;1,33201;168
;;;779;1,46297;30;;779;1,33117;170
;;;780;1,46191;32;;780;1,33033;172
;;;781;1,46085;32;;781;1,32949;176
;;;782;1,45980;30;;782;1,32864;172
;;;783;1,45874;32;;783;1,32780;176
;;;784;1,45769;33;;784;1,32697;173
;;;785;1,45663;35;;785;1,32613;174
;;;786;1,45558;36;;786;1,32529;176
;;;787;1,45453;36;;787;1,32446;172
;;;788;1,45348;35;;788;1,32362;176
;;;789;1,45243;32;;789;1,32279;176
;;;790;1,45139;28;;790;1,32196;177
;;;791;1,45034;29;;791;1,32112;178
;;;792;1,44930;26;;792;1,32029;181
;;;793;1,44826;27;;793;1,31946;183
;;;794;1,44722;27;;794;1,31864;180
;;;795;1,44618;29;;795;1,31781;185
;;;796;1,44515;26;;796;1,31698;187
;;;797;1,44411;24;;797;1,31616;189
;;;798;1,44308;24;;798;1,31533;191
;;;799;1,44205;20;;799;1,31451;197
;;;800;1,44101;20;;800;1,31369;200
;;;801;1,43999;18;;801;1,31287;204
;;;802;1,43896;18;;802;1,31205;207
;;;803;1,43793;17;;803;1,31123;204
;;;804;1,43691;19;;804;1,31041;206
;;;805;1,43588;23;;805;1,30959;210
;;;806;1,43486;26;;806;1,30878;207
;;;807;1,43384;23;;807;1,30796;206
;;;808;1,43282;24;;808;1,30715;206
;;;809;1,43180;23;;809;1,30634;207
;;;810;1,43079;24;;810;1,30552;207
;;;811;1,42977;26;;811;1,30471;199
;;;812;1,42876;26;;812;1,30390;197
;;;813;1,42775;26;;813;1,30309;197
;;;814;1,42674;26;;814;1,30229;196
;;;815;1,42573;24;;815;1,30148;200
;;;816;1,42472;23;;816;1,30067;196
;;;817;1,42371;20;;817;1,29987;200
;;;818;1,42271;19;;818;1,29906;197
;;;819;1,42171;18;;819;1,29826;195
;;;820;1,42070;19;;820;1,29746;188
;;;821;1,41970;20;;821;1,29666;188
;;;822;1,41870;18;;822;1,29586;191
;;;823;1,41771;16;;823;1,29506;191
;;;824;1,41671;18;;824;1,29426;187
;;;825;1,41572;19;;825;1,29347;185
;;;826;1,41472;20;;826;1,29267;187
;;;827;1,41373;18;;827;1,29187;188
;;;828;1,41274;25;;828;1,29108;189
;;;829;1,41175;26;;829;1,29029;183
;;;830;1,41076;26;;830;1,28949;176
;;;831;1,40978;26;;831;1,28870;170
;;;832;1,40879;26;;832;1,28791;165
;;;833;1,40781;28;;833;1,28712;162
;;;834;1,40682;25;;834;1,28634;154
;;;835;1,40584;27;;835;1,28555;149
;;;836;1,40486;29;;836;1,28476;145
;;;837;1,40389;30;;837;1,28398;143
;;;838;1,40291;26;;838;1,28319;136
;;;839;1,40193;27;;839;1,28241;135
;;;840;1,40096;27;;840;1,28163;130
;;;841;1,39999;24;;841;1,28085;126
;;;842;1,39901;25;;842;1,28007;123
;;;843;1,39804;25;;843;1,27929;122
;;;844;1,39708;22;;844;1,27851;117
;;;845;1,39611;21;;845;1,27773;115
;;;846;1,39514;23;;846;1,27695;115
;;;847;1,39418;23;;847;1,27618;107
;;;848;1,39321;22;;848;1,27540;105
;;;849;1,39225;23;;849;1,27463;101
;;;850;1,39129;25;;850;1,27386;97
;;;851;1,39033;23;;851;1,27308;94
;;;852;1,38937;23;;852;1,27231;86
;;;853;1,38842;20;;853;1,27154;84
;;;854;1,38746;18;;854;1,27077;81
;;;855;1,38651;14;;855;1,27000;79
;;;856;1,38555;17;;856;1,26924;77
;;;857;1,38460;14;;857;1,26847;71
;;;858;1,38365;13;;858;1,26771;69
;;;859;1,38270;13;;859;1,26694;58
;;;860;1,38175;12;;860;1,26618;58
;;;861;1,38081;13;;861;1,26541;59
;;;862;1,37986;13;;862;1,26465;65
;;;863;1,37892;16;;863;1,26389;66
;;;864;1,37798;16;;864;1,26313;69
;;;865;1,37704;13;;865;1,26237;67
;;;866;1,37610;17;;866;1,26161;65
;;;867;1,37516;16;;867;1,26086;59
;;;868;1,37422;18;;868;1,26010;58
;;;869;1,37328;17;;869;1,25934;61
;;;870;1,37235;12;;870;1,25859;58
;;;871;1,37141;11;;871;1,25784;52
;;;872;1,37048;10;;872;1,25708;47
;;;873;1,36955;6;;873;1,25633;44
;;;874;1,36862;5;;874;1,25558;46
;;;875;1,36769;6;;875;1,25483;37
;;;876;1,36677;5;;876;1,25408;37
;;;877;1,36584;7;;877;1,25333;35
;;;878;1,36492;6;;878;1,25259;29
;;;879;1,36399;3;;879;1,25184;32
;;;880;1,36307;4;;880;1,25109;25
;;;881;1,36215;1;;881;1,25035;25
;;;882;1,36123;1;;882;1,24961;27
;;;883;1,36031;3;;883;1,24886;27
;;;884;1,35939;5;;884;1,24812;20
;;;885;1,35848;7;;885;1,24738;21
;;;886;1,35756;10;;886;1,24664;17
;;;887;1,35665;13;;887;1,24590;18
;;;888;1,35574;14;;888;1,24516;20
;;;889;1,35482;14;;889;1,24442;23
;;;890;1,35392;15;;890;1,24369;18
;;;891;1,35301;13;;891;1,24295;18
;;;892;1,35210;14;;892;1,24222;20
;;;893;1,35119;15;;893;1,24148;12
;;;894;1,35029;16;;894;1,24075;10
;;;895;1,34938;15;;895;1,24002;6
;;;896;1,34848;17;;896;1,23928;4
;;;897;1,34758;17;;897;1,23855;4
;;;898;1,34668;20;;898;1,23782;1
;;;899;1,34578;20;;899;1,23710;0
;;;900;1,34488;20;;900;1,23637;2
;;;901;1,34399;22;;901;1,23564;4
;;;902;1,34309;20;;902;1,23491;4
;;;903;1,34220;20;;903;1,23419;4
;;;904;1,34130;20;;904;1,23346;0
;;;905;1,34041;17;;905;1,23274;1
;;;906;1,33952;13;;906;1,23202;0
;;;907;1,33863;12;;907;1,23129;0
;;;908;1,33774;12;;908;1,23057;0
;;;909;1,33686;10;;909;1,22985;0
;;;910;1,33597;9;;910;1,22913;0
;;;911;1,33509;10;;911;1,22841;-1
;;;912;1,33420;9;;912;1,22770;0
;;;913;1,33332;10;;913;1,22698;0
;;;914;1,33244;11;;914;1,22626;0
;;;915;1,33156;11;;915;1,22555;-4
;;;916;1,33068;10;;916;1,22483;-5
;;;917;1,32980;14;;917;1,22412;-6
;;;918;1,32893;16;;918;1,22341;-2
;;;919;1,32805;16;;919;1,22269;-1
;;;920;1,32718;17;;920;1,22198;-1
;;;921;1,32630;20;;921;1,22127;-2
;;;922;1,32543;20;;922;1,22056;0
;;;923;1,32456;20;;923;1,21985;1
;;;924;1,32369;19;;924;1,21915;2
;;;925;1,32282;19;;925;1,21844;6
;;;926;1,32195;18;;926;1,21773;6
;;;927;1,32109;17;;927;1,21703;6
;;;928;1,32022;18;;928;1,21632;4
;;;929;1,31936;19;;929;1,21562;1
;;;930;1,31850;18;;930;1,21491;1
;;;931;1,31763;14;;931;1,21421;0
;;;932;1,31677;13;;932;1,21351;2
;;;933;1,31591;10;;933;1,21281;6
;;;934;1,31506;9;;934;1,21211;2
;;;935;1,31420;5;;935;1,21141;0
;;;936;1,31334;6;;936;1,21071;-4
;;;937;1,31249;9;;937;1,21002;-6
;;;938;1,31163;7;;938;1,20932;-9
;;;939;1,31078;9;;939;1,20862;-8
;;;940;1,30993;8;;940;1,20793;-8
;;;941;1,30908;9;;941;1,20723;-5
;;;942;1,30823;12;;942;1,20654;-9
;;;943;1,30738;13;;943;1,20585;-10
;;;944;1,30653;13;;944;1,20516;-13
;;;945;1,30569;16;;945;1,20447;-13
;;;946;1,30484;16;;946;1,20377;-9
;;;947;1,30400;16;;947;1,20309;-5
;;;948;1,30315;14;;948;1,20240;-6
;;;949;1,30231;14;;949;1,20171;-6
;;;950;1,30147;15;;950;1,20102;-5
;;;951;1,30063;10;;951;1,20034;-2
;;;952;1,29979;10;;952;1,19965;-2
;;;953;1,29896;8;;953;1,19897;-1
;;;954;1,29812;9;;954;1,19828;-4
;;;955;1,29728;10;;955;1,19760;-1
;;;956;1,29645;11;;956;1,19692;0
;;;957;1,29562;13;;957;1,19623;0
;;;958;1,29478;17;;958;1,19555;-4
;;;959;1,29395;20;;959;1,19487;-4
;;;960;1,29312;20;;960;1,19419;-4
;;;961;1,29229;22;;961;1,19352;-1
;;;962;1,29147;22;;962;1,19284;-5
;;;963;1,29064;23;;963;1,19216;-4
;;;964;1,28981;20;;964;1,19148;-1
;;;965;1,28899;20;;965;1,19081;0
;;;966;1,28817;16;;966;1,19013;0
;;;967;1,28734;13;;967;1,18946;8
;;;968;1,28652;11;;968;1,18879;10
;;;969;1,28570;12;;969;1,18811;14
;;;970;1,28488;15;;970;1,18744;18
;;;971;1,28406;16;;971;1,18677;18
;;;972;1,28325;16;;972;1,18610;25
;;;973;1,28243;14;;973;1,18543;27
;;;974;1,28161;14;;974;1,18476;29
;;;975;1,28080;13;;975;1,18410;29
;;;976;1,27999;13;;976;1,18343;32
;;;977;1,27917;11;;977;1,18276;32
;;;978;1,27836;8;;978;1,18210;36
;;;979;1,27755;10;;979;1,18143;28
;;;980;1,27674;12;;980;1,18077;27
;;;981;1,27594;10;;981;1,18011;21
;;;982;1,27513;10;;982;1,17944;24
;;;983;1,27432;10;;983;1,17878;21
;;;984;1,27352;13;;984;1,17812;20
;;;985;1,27271;14;;985;1,17746;18
;;;986;1,27191;16;;986;1,17680;24
;;;987;1,27111;17;;987;1,17614;25
;;;988;1,27031;16;;988;1,17548;28
;;;989;1,26951;18;;989;1,17483;27
;;;990;1,26871;14;;990;1,17417;27
;;;991;1,26791;9;;991;1,17351;20
;;;992;1,26711;6;;992;1,17286;17
;;;993;1,26632;7;;993;1,17220;20
;;;994;1,26552;4;;994;1,17155;9
;;;995;1,26473;7;;995;1,17090;10
;;;996;1,26394;9;;996;1,17024;9
;;;997;1,26315;9;;997;1,16959;0
;;;998;1,26235;12;;998;1,16894;5
;;;999;1,26156;14;;999;1,16829;1
;;;1000;1,26078;14;;1000;1,16764;0
;;;1001;1,25999;15;;1001;1,16699;-4
;;;1002;1,25920;18;;1002;1,16634;-4
;;;1003;1,25841;16;;1003;1,16570;-6
;;;1004;1,25763;17;;1004;1,16505;-5
;;;1005;1,25685;18;;1005;1,16441;-5
;;;1006;1,25606;16;;1006;1,16376;-8
;;;1007;1,25528;13;;1007;1,16312;-16
;;;1008;1,25450;13;;1008;1,16247;-16
;;;1009;1,25372;10;;1009;1,16183;-17
;;;1010;1,25294;11;;1010;1,16119;-14
;;;1011;1,25216;10;;1011;1,16055;-13
;;;1012;1,25138;12;;1012;1,15990;-16
;;;1013;1,25061;13;;1013;1,15926;-20
;;;1014;1,24983;14;;1014;1,15863;-17
;;;1015;1,24906;15;;1015;1,15799;-23
;;;1016;1,24828;15;;1016;1,15735;-21
;;;1017;1,24751;16;;1017;1,15671;-20
;;;1018;1,24674;18;;1018;1,15607;-25
;;;1019;1,24597;16;;1019;1,15544;-24
;;;1020;1,24520;16;;1020;1,15480;-17
;;;1021;1,24443;14;;1021;1,15417;-17
;;;1022;1,24366;15;;1022;1,15354;-23
;;;1023;1,24290;16;;1023;1,15290;-23
;;;1024;1,24213;16;;1024;1,15227;-24
;;;1025;1,24137;16;;1025;1,15164;-28
;;;1026;1,24060;20;;1026;1,15101;-28
;;;1027;1,23984;22;;1027;1,15038;-27
;;;1028;1,23908;24;;1028;1,14975;-29
;;;1029;1,23832;26;;1029;1,14912;-37
;;;1030;1,23756;24;;1030;1,14849;-36
;;;1031;1,23680;23;;1031;1,14786;-35
;;;1032;1,23604;25;;1032;1,14724;-39
;;;1033;1,23528;27;;1033;1,14661;-37
;;;1034;1,23453;28;;1034;1,14598;-39
;;;1035;1,23377;25;;1035;1,14536;-37
;;;1036;1,23301;23;;1036;1,14473;-43
;;;1037;1,23226;23;;1037;1,14411;-36
;;;1038;1,23151;24;;1038;1,14349;-37
;;;1039;1,23076;23;;1039;1,14287;-36
;;;1040;1,23001;25;;1040;1,14224;-35
;;;1041;1,22926;23;;1041;1,14162;-35
;;;1042;1,22851;23;;1042;1,14100;-35
;;;1043;1,22776;22;;1043;1,14038;-35
;;;1044;1,22701;20;;1044;1,13977;-36
;;;1045;1,22626;23;;1045;1,13915;-33
;;;1046;1,22552;19;;1046;1,13853;-37
;;;1047;1,22477;23;;1047;1,13791;-35
;;;1048;1,22403;19;;1048;1,13730;-31
;;;1049;1,22329;20;;1049;1,13668;-31
;;;1050;1,22255;16;;1050;1,13607;-29
;;;1051;1,22181;15;;1051;1,13545;-32
;;;1052;1,22107;16;;1052;1,13484;-32
;;;1053;1,22033;17;;1053;1,13423;-32
;;;1054;1,21959;16;;1054;1,13361;-36
;;;1055;1,21885;16;;1055;1,13300;-39
;;;1056;1,21811;14;;1056;1,13239;-44
;;;1057;1,21738;14;;1057;1,13178;-47
;;;1058;1,21664;16;;1058;1,13117;-44
;;;1059;1,21591;16;;1059;1,13056;-48
;;;1060;1,21518;17;;1060;1,12996;-47
;;;1061;1,21445;16;;1061;1,12935;-48
;;;1062;1,21371;16;;1062;1,12874;-50
;;;1063;1,21298;16;;1063;1,12813;-50
;;;1064;1,21225;16;;1064;1,12753;-51
;;;1065;1,21153;16;;1065;1,12692;-51
;;;1066;1,21080;16;;1066;1,12632;-52
;;;1067;1,21007;21;;1067;1,12572;-51
;;;1068;1,20935;20;;1068;1,12511;-50
;;;1069;1,20862;20;;1069;1,12451;-47
;;;1070;1,20790;22;;1070;1,12391;-44
;;;1071;1,20717;20;;1071;1,12331;-50
;;;1072;1,20645;21;;1072;1,12271;-48
;;;1073;1,20573;19;;1073;1,12211;-50
;;;1074;1,20501;22;;1074;1,12151;-52
;;;1075;1,20429;24;;1075;1,12091;-54
;;;1076;1,20357;26;;1076;1,12031;-56
;;;1077;1,20285;27;;1077;1,11972;-56
;;;1078;1,20213;30;;1078;1,11912;-59
;;;1079;1,20142;29;;1079;1,11852;-59
;;;1080;1,20070;30;;1080;1,11793;-61
;;;1081;1,19999;27;;1081;1,11733;-56
;;;1082;1,19927;27;;1082;1,11674;-51
;;;1083;1,19856;26;;1083;1,11615;-52
;;;1084;1,19785;26;;1084;1,11555;-51
;;;1085;1,19714;26;;1085;1,11496;-48
;;;1086;1,19643;26;;1086;1,11437;-51
;;;1087;1,19572;27;;1087;1,11378;-47
;;;1088;1,19501;26;;1088;1,11319;-40
;;;1089;1,19430;25;;1089;1,11260;-44
;;;1090;1,19359;24;;1090;1,11201;-39
;;;1091;1,19289;23;;1091;1,11142;-35
;;;1092;1,19218;23;;1092;1,11083;-36
;;;1093;1,19148;25;;1093;1,11025;-29
;;;1094;1,19077;23;;1094;1,10966;-27
;;;1095;1,19007;26;;1095;1,10907;-23
;;;1096;1,18937;26;;1096;1,10849;-17
;;;1097;1,18867;23;;1097;1,10790;-14
;;;1098;1,18797;20;;1098;1,10732;-12
;;;1099;1,18727;17;;1099;1,10674;-6
;;;1100;1,18657;15;;1100;1,10615;-1
;;;1101;1,18587;17;;1101;1,10557;0
;;;1102;1,18517;16;;1102;1,10499;4
;;;1103;1,18448;16;;1103;1,10441;6
;;;1104;1,18378;21;;1104;1,10383;12
;;;1105;1,18309;23;;1105;1,10325;23
;;;1106;1,18239;23;;1106;1,10267;23
;;;1107;1,18170;26;;1107;1,10209;24
;;;1108;1,18101;26;;1108;1,10151;28
;;;1109;1,18032;25;;1109;1,10094;32
;;;1110;1,17963;26;;1110;1,10036;37
;;;1111;1,17894;25;;1111;1,09978;47
;;;1112;1,17825;24;;1112;1,09921;48
;;;1113;1,17756;23;;1113;1,09863;52
;;;1114;1,17687;21;;1114;1,09806;61
;;;1115;1,17618;19;;1115;1,09749;69
;;;1116;1,17550;19;;1116;1,09691;71
;;;1117;1,17481;17;;1117;1,09634;69
;;;1118;1,17413;15;;1118;1,09577;73
;;;1119;1,17345;16;;1119;1,09520;73
;;;1120;1,17276;13;;1120;1,09463;71
;;;1121;1,17208;10;;1121;1,09406;70
;;;1122;1,17140;10;;1122;1,09349;71
;;;1123;1,17072;8;;1123;1,09292;75
;;;1124;1,17004;6;;1124;1,09235;79
;;;1125;1,16936;5;;1125;1,09178;84
;;;1126;1,16868;6;;1126;1,09121;85
;;;1127;1,16801;8;;1127;1,09065;86
;;;1128;1,16733;10;;1128;1,09008;88
;;;1129;1,16665;12;;1129;1,08952;84
;;;1130;1,16598;14;;1130;1,08895;82
;;;1131;1,16531;13;;1131;1,08839;84
;;;1132;1,16463;15;;1132;1,08782;81
;;;1133;1,16396;14;;1133;1,08726;78
;;;1134;1,16329;15;;1134;1,08670;75
;;;1135;1,16262;13;;1135;1,08614;73
;;;1136;1,16195;11;;1136;1,08557;71
;;;1137;1,16128;10;;1137;1,08501;63
;;;1138;1,16061;6;;1138;1,08445;59
;;;1139;1,15994;9;;1139;1,08389;58
;;;1140;1,15928;7;;1140;1,08334;51
;;;1141;1,15861;10;;1141;1,08278;50
;;;1142;1,15794;10;;1142;1,08222;48
;;;1143;1,15728;13;;1143;1,08166;40
;;;1144;1,15661;13;;1144;1,08111;42
;;;1145;1,15595;15;;1145;1,08055;42
;;;1146;1,15529;13;;1146;1,07999;39
;;;1147;1,15463;13;;1147;1,07944;33
;;;1148;1,15397;18;;1148;1,07888;33
;;;1149;1,15331;20;;1149;1,07833;33
;;;1150;1,15265;19;;1150;1,07778;27
;;;1151;1,15199;18;;1151;1,07722;27
;;;1152;1,15133;18;;1152;1,07667;21
;;;1153;1,15067;18;;1153;1,07612;18
;;;1154;1,15002;18;;1154;1,07557;14
;;;1155;1,14936;17;;1155;1,07502;8
;;;1156;1,14871;17;;1156;1,07447;2
;;;1157;1,14805;20;;1157;1,07392;0
;;;1158;1,14740;19;;1158;1,07337;-2
;;;1159;1,14675;17;;1159;1,07282;-6
;;;1160;1,14609;17;;1160;1,07228;-10
;;;1161;1,14544;16;;1161;1,07173;-13
;;;1162;1,14479;16;;1162;1,07118;-13
;;;1163;1,14414;16;;1163;1,07064;-17
;;;1164;1,14349;15;;1164;1,07009;-18
;;;1165;1,14285;16;;1165;1,06955;-21
;;;1166;1,14220;16;;1166;1,06900;-24
;;;1167;1,14155;14;;1167;1,06846;-27
;;;1168;1,14091;18;;1168;1,06791;-27
;;;1169;1,14026;17;;1169;1,06737;-21
;;;1170;1,13962;18;;1170;1,06683;-14
;;;1171;1,13897;16;;1171;1,06629;-12
;;;1172;1,13833;18;;1172;1,06575;-16
;;;1173;1,13769;19;;1173;1,06521;-10
;;;1174;1,13704;17;;1174;1,06467;-13
;;;1175;1,13640;20;;1175;1,06413;-13
;;;1176;1,13576;20;;1176;1,06359;-14
;;;1177;1,13512;19;;1177;1,06305;-16
;;;1178;1,13448;16;;1178;1,06251;-16
;;;1179;1,13385;12;;1179;1,06198;-17
;;;1180;1,13321;13;;1180;1,06144;-21
;;;1181;1,13257;13;;1181;1,06090;-16
;;;1182;1,13194;13;;1182;1,06037;-17
;;;1183;1,13130;15;;1183;1,05983;-16
;;;1184;1,13067;16;;1184;1,05930;-14
;;;1185;1,13003;18;;1185;1,05876;-13
;;;1186;1,12940;16;;1186;1,05823;-12
;;;1187;1,12877;17;;1187;1,05770;-9
;;;1188;1,12814;15;;1188;1,05717;-13
;;;1189;1,12751;12;;1189;1,05663;-10
;;;1190;1,12688;15;;1190;1,05610;-13
;;;1191;1,12625;11;;1191;1,05557;-16
;;;1192;1,12562;15;;1192;1,05504;-16
;;;1193;1,12499;11;;1193;1,05451;-10
;;;1194;1,12436;12;;1194;1,05398;-9
;;;1195;1,12373;9;;1195;1,05345;-8
;;;1196;1,12311;9;;1196;1,05293;-10
;;;1197;1,12248;8;;1197;1,05240;-13
;;;1198;1,12186;8;;1198;1,05187;-13
;;;1199;1,12123;7;;1199;1,05135;-16
;;;1200;1,12061;6;;1200;1,05082;-17
;;;1201;1,11999;9;;1201;1,05029;-18
;;;1202;1,11937;9;;1202;1,04977;-17
;;;1203;1,11875;8;;1203;1,04924;-14
;;;1204;1,11813;7;;1204;1,04872;-12
;;;1205;1,11751;4;;1205;1,04820;-16
;;;1206;1,11689;3;;1206;1,04767;-20
;;;1207;1,11627;3;;1207;1,04715;-23
;;;1208;1,11565;1;;1208;1,04663;-25
;;;1209;1,11503;2;;1209;1,04611;-23
;;;1210;1,11442;0;;1210;1,04559;-21
;;;1211;1,11380;1;;1211;1,04507;-21
;;;1212;1,11319;5;;1212;1,04455;-18
;;;1213;1,11257;6;;1213;1,04403;-16
