Date;2022-11-18;;#;N_mob;Amp;;#;P_mob;Amp
;;;611;1,66766;36;;611;1,49032;406
;;;612;1,66629;40;;612;1,48927;403
;;;613;1,66491;42;;613;1,48821;399
;;;614;1,66354;44;;614;1,48716;396
;;;615;1,66217;48;;615;1,48611;396
;;;616;1,66080;48;;616;1,48506;398
;;;617;1,65943;52;;617;1,48401;389
;;;618;1,65807;50;;618;1,48296;384
;;;619;1,65671;53;;619;1,48192;377
;;;620;1,65535;52;;620;1,48087;370
;;;621;1,65399;53;;621;1,47983;369
;;;622;1,65264;52;;622;1,47879;366
;;;623;1,65129;53;;623;1,47775;362
;;;624;1,64994;52;;624;1,47671;357
;;;625;1,64859;52;;625;1,47567;351
;;;626;1,64724;54;;626;1,47464;348
;;;627;1,64590;54;;627;1,47360;341
;;;628;1,64456;57;;628;1,47257;335
;;;629;1,64322;57;;629;1,47154;326
;;;630;1,64188;60;;630;1,47051;325
;;;631;1,64055;62;;631;1,46948;326
;;;632;1,63921;65;;632;1,46845;325
;;;633;1,63788;69;;633;1,46743;326
;;;634;1,63656;69;;634;1,46640;325
;;;635;1,63523;73;;635;1,46538;324
;;;636;1,63390;77;;636;1,46436;317
;;;637;1,63258;79;;637;1,46334;313
;;;638;1,63126;81;;638;1,46232;311
;;;639;1,62995;83;;639;1,46130;308
;;;640;1,62863;88;;640;1,46029;303
;;;641;1,62732;90;;641;1,45928;302
;;;642;1,62601;95;;642;1,45826;300
;;;643;1,62470;99;;643;1,45725;299
;;;644;1,62339;102;;644;1,45624;300
;;;645;1,62208;107;;645;1,45523;299
;;;646;1,62078;113;;646;1,45423;296
;;;647;1,61948;119;;647;1,45322;293
;;;648;1,61818;120;;648;1,45222;291
;;;649;1,61689;121;;649;1,45121;284
;;;650;1,61559;120;;650;1,45021;285
;;;651;1,61430;122;;651;1,44921;289
;;;652;1,61301;123;;652;1,44821;297
;;;653;1,61172;124;;653;1,44722;295
;;;654;1,61043;124;;654;1,44622;300
;;;655;1,60915;120;;655;1,44522;307
;;;656;1,60787;116;;656;1,44423;308
;;;657;1,60659;117;;657;1,44324;319
;;;658;1,60531;117;;658;1,44225;322
;;;659;1,60403;120;;659;1,44126;322
;;;660;1,60276;117;;660;1,44027;322
;;;661;1,60149;116;;661;1,43929;322
;;;662;1,60022;114;;662;1,43830;325
;;;663;1,59895;112;;663;1,43732;326
;;;664;1,59768;106;;664;1,43633;326
;;;665;1,59642;102;;665;1,43535;330
;;;666;1,59516;100;;666;1,43437;332
;;;667;1,59390;94;;667;1,43339;332
;;;668;1,59264;86;;668;1,43242;335
;;;669;1,59138;80;;669;1,43144;330
;;;670;1,59013;77;;670;1,43047;332
;;;671;1,58888;73;;671;1,42949;336
;;;672;1,58763;68;;672;1,42852;339
;;;673;1,58638;67;;673;1,42755;336
;;;674;1,58513;65;;674;1,42658;336
;;;675;1,58389;66;;675;1,42561;335
;;;676;1,58265;67;;676;1,42465;333
;;;677;1,58140;67;;677;1,42368;330
;;;678;1,58017;65;;678;1,42272;330
;;;679;1,57893;62;;679;1,42176;329
;;;680;1,57770;59;;680;1,42080;325
;;;681;1,57646;57;;681;1,41984;322
;;;682;1,57523;54;;682;1,41888;321
;;;683;1,57400;51;;683;1,41792;319
;;;684;1,57278;48;;684;1,41696;311
;;;685;1,57155;46;;685;1,41601;310
;;;686;1,57033;47;;686;1,41505;303
;;;687;1,56911;47;;687;1,41410;299
;;;688;1,56789;50;;688;1,41315;297
;;;689;1,56667;50;;689;1,41220;299
;;;690;1,56546;50;;690;1,41125;300
;;;691;1,56424;49;;691;1,41031;303
;;;692;1,56303;48;;692;1,40936;300
;;;693;1,56182;48;;693;1,40842;303
;;;694;1,56061;47;;694;1,40747;303
;;;695;1,55941;49;;695;1,40653;300
;;;696;1,55820;49;;696;1,40559;302
;;;697;1,55700;47;;697;1,40465;302
;;;698;1,55580;46;;698;1,40371;296
;;;699;1,55460;46;;699;1,40277;296
;;;700;1,55340;44;;700;1,40184;289
;;;701;1,55221;42;;701;1,40090;287
;;;702;1,55102;41;;702;1,39997;284
;;;703;1,54983;33;;703;1,39904;287
;;;704;1,54864;34;;704;1,39811;281
;;;705;1,54745;32;;705;1,39718;280
;;;706;1,54626;32;;706;1,39625;278
;;;707;1,54508;29;;707;1,39532;277
;;;708;1,54390;30;;708;1,39440;273
;;;709;1,54272;30;;709;1,39347;263
;;;710;1,54154;28;;710;1,39255;266
;;;711;1,54036;25;;711;1,39163;258
;;;712;1,53919;26;;712;1,39071;252
;;;713;1,53801;25;;713;1,38979;251
;;;714;1,53684;25;;714;1,38887;240
;;;715;1,53567;24;;715;1,38795;237
;;;716;1,53450;25;;716;1,38703;232
;;;717;1,53334;26;;717;1,38612;225
;;;718;1,53217;28;;718;1,38521;216
;;;719;1,53101;27;;719;1,38429;219
;;;720;1,52985;30;;720;1,38338;225
;;;721;1,52869;28;;721;1,38247;226
;;;722;1,52753;26;;722;1,38156;230
;;;723;1,52638;28;;723;1,38065;229
;;;724;1,52522;31;;724;1,37975;232
;;;725;1,52407;32;;725;1,37884;233
;;;726;1,52292;32;;726;1,37794;232
;;;727;1,52177;28;;727;1,37704;233
;;;728;1,52063;30;;728;1,37613;237
;;;729;1,51948;31;;729;1,37523;236
;;;730;1,51834;30;;730;1,37433;230
;;;731;1,51720;28;;731;1,37344;227
;;;732;1,51606;27;;732;1,37254;222
;;;733;1,51492;26;;733;1,37164;218
;;;734;1,51378;25;;734;1,37075;219
;;;735;1,51265;24;;735;1,36985;215
;;;736;1,51152;23;;736;1,36896;212
;;;737;1,51038;19;;737;1,36807;207
;;;738;1,50925;18;;738;1,36718;204
;;;739;1,50813;18;;739;1,36629;199
;;;740;1,50700;16;;740;1,36540;194
;;;741;1,50588;16;;741;1,36452;190
;;;742;1,50475;16;;742;1,36363;184
;;;743;1,50363;20;;743;1,36275;182
;;;744;1,50251;20;;744;1,36186;182
;;;745;1,50139;19;;745;1,36098;182
;;;746;1,50028;19;;746;1,36010;188
;;;747;1,49916;17;;747;1,35922;184
;;;748;1,49805;18;;748;1,35834;181
;;;749;1,49694;16;;749;1,35747;179
;;;750;1,49583;15;;750;1,35659;173
;;;751;1,49472;15;;751;1,35571;175
;;;752;1,49361;13;;752;1,35484;174
;;;753;1,49251;14;;753;1,35397;173
;;;754;1,49141;14;;754;1,35309;177
;;;755;1,49030;16;;755;1,35222;174
;;;756;1,48920;20;;756;1,35135;173
;;;757;1,48811;22;;757;1,35049;168
;;;758;1,48701;22;;758;1,34962;171
;;;759;1,48592;22;;759;1,34875;174
;;;760;1,48482;23;;760;1,34789;167
;;;761;1,48373;23;;761;1,34702;162
;;;762;1,48264;22;;762;1,34616;152
;;;763;1,48155;23;;763;1,34530;152
;;;764;1,48046;24;;764;1,34444;146
;;;765;1,47938;25;;765;1,34358;148
;;;766;1,47829;28;;766;1,34272;144
;;;767;1,47721;26;;767;1,34186;146
;;;768;1,47613;27;;768;1,34101;142
;;;769;1,47505;27;;769;1,34015;141
;;;770;1,47398;26;;770;1,33930;144
;;;771;1,47290;28;;771;1,33844;141
;;;772;1,47183;29;;772;1,33759;142
;;;773;1,47075;30;;773;1,33674;142
;;;774;1,46968;31;;774;1,33589;148
;;;775;1,46861;34;;775;1,33504;149
;;;776;1,46754;36;;776;1,33419;153
;;;777;1,46648;36;;777;1,33335;156
;;;778;1,46541;38;;778;1,33250;156
;;;779;1,46435;33;;779;1,33166;159
;;;780;1,46329;34;;780;1,33081;153
;;;781;1,46223;33;;781;1,32997;159
;;;782;1,46117;30;;782;1,32913;153
;;;783;1,46011;27;;783;1,32829;149
;;;784;1,45905;28;;784;1,32745;146
;;;785;1,45800;26;;785;1,32661;149
;;;786;1,45695;26;;786;1,32578;153
;;;787;1,45590;27;;787;1,32494;153
;;;788;1,45485;27;;788;1,32411;151
;;;789;1,45380;27;;789;1,32327;155
;;;790;1,45275;30;;790;1,32244;160
;;;791;1,45171;26;;791;1,32161;160
;;;792;1,45066;27;;792;1,32078;160
;;;793;1,44962;28;;793;1,31995;170
;;;794;1,44858;29;;794;1,31912;173
;;;795;1,44754;26;;795;1,31829;177
;;;796;1,44650;27;;796;1,31746;175
;;;797;1,44547;26;;797;1,31664;174
;;;798;1,44443;25;;798;1,31581;177
;;;799;1,44340;22;;799;1,31499;177
;;;800;1,44237;25;;800;1,31417;174
;;;801;1,44134;20;;801;1,31335;174
;;;802;1,44031;20;;802;1,31253;171
;;;803;1,43928;18;;803;1,31171;168
;;;804;1,43826;20;;804;1,31089;164
;;;805;1,43723;20;;805;1,31007;167
;;;806;1,43621;20;;806;1,30926;164
;;;807;1,43519;22;;807;1,30844;164
;;;808;1,43417;21;;808;1,30763;166
;;;809;1,43315;24;;809;1,30681;168
;;;810;1,43213;26;;810;1,30600;170
;;;811;1,43112;30;;811;1,30519;166
;;;812;1,43010;30;;812;1,30438;168
;;;813;1,42909;30;;813;1,30357;166
;;;814;1,42808;28;;814;1,30276;173
;;;815;1,42707;26;;815;1,30196;171
;;;816;1,42606;26;;816;1,30115;173
;;;817;1,42505;22;;817;1,30034;170
;;;818;1,42405;20;;818;1,29954;167
;;;819;1,42304;18;;819;1,29874;163
;;;820;1,42204;18;;820;1,29793;159
;;;821;1,42104;18;;821;1,29713;156
;;;822;1,42004;18;;822;1,29633;151
;;;823;1,41904;17;;823;1,29553;151
;;;824;1,41804;17;;824;1,29474;144
;;;825;1,41705;18;;825;1,29394;145
;;;826;1,41605;20;;826;1,29314;144
;;;827;1,41506;20;;827;1,29235;142
;;;828;1,41407;21;;828;1,29155;148
;;;829;1,41308;22;;829;1,29076;146
;;;830;1,41209;20;;830;1,28997;145
;;;831;1,41110;22;;831;1,28918;142
;;;832;1,41011;26;;832;1,28839;142
;;;833;1,40913;24;;833;1,28760;148
;;;834;1,40815;25;;834;1,28681;142
;;;835;1,40716;25;;835;1,28602;135
;;;836;1,40618;25;;836;1,28523;130
;;;837;1,40520;25;;837;1,28445;119
;;;838;1,40423;27;;838;1,28366;105
;;;839;1,40325;26;;839;1,28288;100
;;;840;1,40227;23;;840;1,28210;98
;;;841;1,40130;26;;841;1,28131;96
;;;842;1,40033;23;;842;1,28053;93
;;;843;1,39936;24;;843;1,27975;92
;;;844;1,39839;23;;844;1,27898;87
;;;845;1,39742;23;;845;1,27820;90
;;;846;1,39645;24;;846;1,27742;86
;;;847;1,39549;26;;847;1,27664;82
;;;848;1,39452;23;;848;1,27587;83
;;;849;1,39356;25;;849;1,27509;76
;;;850;1,39260;20;;850;1,27432;74
;;;851;1,39164;20;;851;1,27355;71
;;;852;1,39068;23;;852;1,27278;71
;;;853;1,38972;22;;853;1,27201;68
;;;854;1,38876;20;;854;1,27124;67
;;;855;1,38781;19;;855;1,27047;68
;;;856;1,38685;13;;856;1,26970;74
;;;857;1,38590;13;;857;1,26894;71
;;;858;1,38495;13;;858;1,26817;68
;;;859;1,38400;12;;859;1,26740;67
;;;860;1,38305;12;;860;1,26664;65
;;;861;1,38210;15;;861;1,26588;70
;;;862;1,38116;14;;862;1,26512;74
;;;863;1,38021;13;;863;1,26435;75
;;;864;1,37927;13;;864;1,26359;74
;;;865;1,37833;11;;865;1,26283;74
;;;866;1,37739;14;;866;1,26208;68
;;;867;1,37645;17;;867;1,26132;70
;;;868;1,37551;16;;868;1,26056;68
;;;869;1,37457;20;;869;1,25981;67
;;;870;1,37364;16;;870;1,25905;63
;;;871;1,37270;20;;871;1,25830;59
;;;872;1,37177;18;;872;1,25754;53
;;;873;1,37084;18;;873;1,25679;50
;;;874;1,36991;20;;874;1,25604;43
;;;875;1,36898;18;;875;1,25529;35
;;;876;1,36805;16;;876;1,25454;34
;;;877;1,36712;17;;877;1,25379;38
;;;878;1,36620;16;;878;1,25305;37
;;;879;1,36527;16;;879;1,25230;38
;;;880;1,36435;15;;880;1,25155;38
;;;881;1,36343;16;;881;1,25081;41
;;;882;1,36251;13;;882;1,25006;41
;;;883;1,36159;12;;883;1,24932;39
;;;884;1,36067;13;;884;1,24858;34
;;;885;1,35975;13;;885;1,24784;34
;;;886;1,35884;11;;886;1,24710;32
;;;887;1,35792;12;;887;1,24636;34
;;;888;1,35701;16;;888;1,24562;34
;;;889;1,35610;18;;889;1,24488;30
;;;890;1,35519;15;;890;1,24414;34
;;;891;1,35428;15;;891;1,24341;28
;;;892;1,35337;17;;892;1,24267;24
;;;893;1,35246;16;;893;1,24194;27
;;;894;1,35156;16;;894;1,24120;19
;;;895;1,35065;16;;895;1,24047;17
;;;896;1,34975;19;;896;1,23974;13
;;;897;1,34885;21;;897;1,23901;16
;;;898;1,34794;22;;898;1,23828;9
;;;899;1,34704;23;;899;1,23755;6
;;;900;1,34615;27;;900;1,23682;10
;;;901;1,34525;23;;901;1,23609;12
;;;902;1,34435;26;;902;1,23537;12
;;;903;1,34346;25;;903;1,23464;10
;;;904;1,34256;24;;904;1,23391;10
;;;905;1,34167;20;;905;1,23319;8
;;;906;1,34078;20;;906;1,23247;6
;;;907;1,33989;18;;907;1,23174;0
;;;908;1,33900;16;;908;1,23102;1
;;;909;1,33811;16;;909;1,23030;0
;;;910;1,33723;15;;910;1,22958;0
;;;911;1,33634;15;;911;1,22886;-1
;;;912;1,33546;14;;912;1,22815;0
;;;913;1,33457;11;;913;1,22743;-1
;;;914;1,33369;11;;914;1,22671;0
;;;915;1,33281;12;;915;1,22600;1
;;;916;1,33193;13;;916;1,22528;1
;;;917;1,33105;15;;917;1,22457;4
;;;918;1,33017;13;;918;1,22385;2
;;;919;1,32930;11;;919;1,22314;2
;;;920;1,32842;10;;920;1,22243;0
;;;921;1,32755;14;;921;1,22172;0
;;;922;1,32667;9;;922;1,22101;0
;;;923;1,32580;10;;923;1,22030;4
;;;924;1,32493;12;;924;1,21959;5
;;;925;1,32406;12;;925;1,21888;6
;;;926;1,32320;11;;926;1,21818;9
;;;927;1,32233;12;;927;1,21747;5
;;;928;1,32146;14;;928;1,21677;6
;;;929;1,32060;14;;929;1,21606;5
;;;930;1,31973;17;;930;1,21536;10
;;;931;1,31887;18;;931;1,21466;6
;;;932;1,31801;16;;932;1,21396;5
;;;933;1,31715;18;;933;1,21325;6
;;;934;1,31629;16;;934;1,21255;8
;;;935;1,31543;16;;935;1,21185;4
;;;936;1,31457;16;;936;1,21116;4
;;;937;1,31372;17;;937;1,21046;0
;;;938;1,31286;18;;938;1,20976;2
;;;939;1,31201;13;;939;1,20907;-4
;;;940;1,31116;11;;940;1,20837;-4
;;;941;1,31031;11;;941;1,20768;-4
;;;942;1,30946;11;;942;1,20698;-9
;;;943;1,30861;12;;943;1,20629;-10
;;;944;1,30776;12;;944;1,20560;-15
;;;945;1,30691;12;;945;1,20491;-16
;;;946;1,30607;13;;946;1,20422;-10
;;;947;1,30522;10;;947;1,20353;-6
;;;948;1,30438;10;;948;1,20284;-5
;;;949;1,30354;9;;949;1,20215;-1
;;;950;1,30269;10;;950;1,20146;0
;;;951;1,30185;9;;951;1,20078;2
;;;952;1,30101;9;;952;1,20009;0
;;;953;1,30018;10;;953;1,19940;-4
;;;954;1,29934;11;;954;1,19872;0
;;;955;1,29850;15;;955;1,19804;0
;;;956;1,29767;15;;956;1,19735;1
;;;957;1,29683;20;;957;1,19667;2
;;;958;1,29600;20;;958;1,19599;2
;;;959;1,29517;19;;959;1,19531;4
;;;960;1,29434;20;;960;1,19463;8
;;;961;1,29351;20;;961;1,19395;6
;;;962;1,29268;20;;962;1,19327;1
;;;963;1,29185;19;;963;1,19260;1
;;;964;1,29103;17;;964;1,19192;5
;;;965;1,29020;20;;965;1,19125;5
;;;966;1,28938;21;;966;1,19057;1
;;;967;1,28855;20;;967;1,18990;0
;;;968;1,28773;18;;968;1,18922;-2
;;;969;1,28691;19;;969;1,18855;1
;;;970;1,28609;18;;970;1,18788;0
;;;971;1,28527;19;;971;1,18721;6
;;;972;1,28445;18;;972;1,18654;10
;;;973;1,28363;20;;973;1,18587;17
;;;974;1,28282;18;;974;1,18520;15
;;;975;1,28200;20;;975;1,18453;15
;;;976;1,28119;19;;976;1,18386;15
;;;977;1,28038;16;;977;1,18320;17
;;;978;1,27956;16;;978;1,18253;20
;;;979;1,27875;15;;979;1,18187;17
;;;980;1,27794;15;;980;1,18120;16
;;;981;1,27713;15;;981;1,18054;13
;;;982;1,27633;13;;982;1,17987;13
;;;983;1,27552;14;;983;1,17921;9
;;;984;1,27471;16;;984;1,17855;2
;;;985;1,27391;16;;985;1,17789;2
;;;986;1,27311;12;;986;1,17723;5
;;;987;1,27230;10;;987;1,17657;1
;;;988;1,27150;13;;988;1,17591;5
;;;989;1,27070;13;;989;1,17526;4
;;;990;1,26990;12;;990;1,17460;2
;;;991;1,26910;10;;991;1,17394;1
;;;992;1,26830;10;;992;1,17329;-4
;;;993;1,26751;13;;993;1,17263;-5
;;;994;1,26671;15;;994;1,17198;-6
;;;995;1,26592;16;;995;1,17132;-5
;;;996;1,26512;14;;996;1,17067;-2
;;;997;1,26433;13;;997;1,17002;4
;;;998;1,26354;11;;998;1,16937;4
;;;999;1,26275;8;;999;1,16872;2
;;;1000;1,26196;7;;1000;1,16807;2
;;;1001;1,26117;10;;1001;1,16742;0
;;;1002;1,26038;12;;1002;1,16677;-1
;;;1003;1,25960;13;;1003;1,16612;-4
;;;1004;1,25881;15;;1004;1,16548;-2
;;;1005;1,25803;18;;1005;1,16483;-9
;;;1006;1,25724;18;;1006;1,16419;-13
;;;1007;1,25646;14;;1007;1,16354;-21
;;;1008;1,25568;13;;1008;1,16290;-19
;;;1009;1,25490;15;;1009;1,16225;-21
;;;1010;1,25412;15;;1010;1,16161;-24
;;;1011;1,25334;19;;1011;1,16097;-24
;;;1012;1,25256;19;;1012;1,16033;-23
;;;1013;1,25178;20;;1013;1,15969;-28
;;;1014;1,25101;16;;1014;1,15905;-30
;;;1015;1,25023;11;;1015;1,15841;-32
;;;1016;1,24946;8;;1016;1,15777;-31
;;;1017;1,24868;10;;1017;1,15713;-35
;;;1018;1,24791;10;;1018;1,15650;-38
;;;1019;1,24714;12;;1019;1,15586;-37
;;;1020;1,24637;11;;1020;1,15523;-38
;;;1021;1,24560;13;;1021;1,15459;-39
;;;1022;1,24483;11;;1022;1,15396;-41
;;;1023;1,24406;11;;1023;1,15332;-35
;;;1024;1,24330;13;;1024;1,15269;-32
;;;1025;1,24253;15;;1025;1,15206;-30
;;;1026;1,24177;18;;1026;1,15143;-32
;;;1027;1,24100;18;;1027;1,15080;-38
;;;1028;1,24024;23;;1028;1,15017;-39
;;;1029;1,23948;19;;1029;1,14954;-45
;;;1030;1,23872;21;;1030;1,14891;-46
;;;1031;1,23796;20;;1031;1,14828;-46
;;;1032;1,23720;20;;1032;1,14766;-45
;;;1033;1,23644;23;;1033;1,14703;-43
;;;1034;1,23568;23;;1034;1,14640;-39
;;;1035;1,23493;24;;1035;1,14578;-41
;;;1036;1,23417;19;;1036;1,14515;-43
;;;1037;1,23342;20;;1037;1,14453;-39
;;;1038;1,23267;18;;1038;1,14391;-45
;;;1039;1,23191;16;;1039;1,14328;-48
;;;1040;1,23116;16;;1040;1,14266;-46
;;;1041;1,23041;16;;1041;1,14204;-45
;;;1042;1,22966;16;;1042;1,14142;-45
;;;1043;1,22891;14;;1043;1,14080;-43
;;;1044;1,22816;13;;1044;1,14018;-41
;;;1045;1,22742;16;;1045;1,13956;-46
;;;1046;1,22667;13;;1046;1,13895;-50
;;;1047;1,22593;15;;1047;1,13833;-50
;;;1048;1,22518;16;;1048;1,13771;-50
;;;1049;1,22444;17;;1049;1,13710;-52
;;;1050;1,22369;21;;1050;1,13648;-42
;;;1051;1,22295;19;;1051;1,13587;-41
;;;1052;1,22221;22;;1052;1,13525;-41
;;;1053;1,22147;19;;1053;1,13464;-38
;;;1054;1,22073;16;;1054;1,13403;-42
;;;1055;1,22000;16;;1055;1,13342;-42
;;;1056;1,21926;16;;1056;1,13281;-43
;;;1057;1,21852;16;;1057;1,13220;-42
;;;1058;1,21779;15;;1058;1,13159;-35
;;;1059;1,21705;14;;1059;1,13098;-38
;;;1060;1,21632;13;;1060;1,13037;-39
;;;1061;1,21559;11;;1061;1,12976;-38
;;;1062;1,21485;11;;1062;1,12915;-38
;;;1063;1,21412;12;;1063;1,12855;-41
;;;1064;1,21339;11;;1064;1,12794;-39
;;;1065;1,21266;19;;1065;1,12734;-35
;;;1066;1,21194;18;;1066;1,12673;-32
;;;1067;1,21121;21;;1067;1,12613;-30
;;;1068;1,21048;23;;1068;1,12553;-28
;;;1069;1,20976;25;;1069;1,12492;-26
;;;1070;1,20903;26;;1070;1,12432;-32
;;;1071;1,20831;26;;1071;1,12372;-30
;;;1072;1,20758;25;;1072;1,12312;-31
;;;1073;1,20686;23;;1073;1,12252;-38
;;;1074;1,20614;20;;1074;1,12192;-41
;;;1075;1,20542;23;;1075;1,12132;-45
;;;1076;1,20470;19;;1076;1,12072;-53
;;;1077;1,20398;16;;1077;1,12013;-56
;;;1078;1,20326;16;;1078;1,11953;-50
;;;1079;1,20255;14;;1079;1,11893;-53
;;;1080;1,20183;16;;1080;1,11834;-50
;;;1081;1,20111;13;;1081;1,11774;-49
;;;1082;1,20040;16;;1082;1,11715;-46
;;;1083;1,19969;16;;1083;1,11655;-43
;;;1084;1,19897;16;;1084;1,11596;-39
;;;1085;1,19826;18;;1085;1,11537;-38
;;;1086;1,19755;20;;1086;1,11478;-32
;;;1087;1,19684;20;;1087;1,11419;-24
;;;1088;1,19613;23;;1088;1,11360;-16
;;;1089;1,19542;23;;1089;1,11301;-13
;;;1090;1,19471;23;;1090;1,11242;-10
;;;1091;1,19401;22;;1091;1,11183;-4
;;;1092;1,19330;26;;1092;1,11124;-1
;;;1093;1,19260;28;;1093;1,11065;2
;;;1094;1,19189;30;;1094;1,11007;4
;;;1095;1,19119;28;;1095;1,10948;8
;;;1096;1,19049;30;;1096;1,10890;15
;;;1097;1,18978;27;;1097;1,10831;23
;;;1098;1,18908;29;;1098;1,10773;28
;;;1099;1,18838;30;;1099;1,10714;32
;;;1100;1,18768;28;;1100;1,10656;43
;;;1101;1,18698;26;;1101;1,10598;49
;;;1102;1,18629;23;;1102;1,10540;56
;;;1103;1,18559;22;;1103;1,10481;67
;;;1104;1,18489;21;;1104;1,10423;70
;;;1105;1,18420;20;;1105;1,10365;71
;;;1106;1,18350;20;;1106;1,10307;79
;;;1107;1,18281;21;;1107;1,10250;90
;;;1108;1,18212;20;;1108;1,10192;102
;;;1109;1,18142;21;;1109;1,10134;105
;;;1110;1,18073;21;;1110;1,10076;119
;;;1111;1,18004;20;;1111;1,10019;123
;;;1112;1,17935;17;;1112;1,09961;127
;;;1113;1,17866;16;;1113;1,09904;131
;;;1114;1,17798;17;;1114;1,09846;135
;;;1115;1,17729;18;;1115;1,09789;144
;;;1116;1,17660;18;;1116;1,09731;148
;;;1117;1,17592;16;;1117;1,09674;157
;;;1118;1,17523;18;;1118;1,09617;166
;;;1119;1,17455;16;;1119;1,09560;173
;;;1120;1,17386;14;;1120;1,09503;179
;;;1121;1,17318;13;;1121;1,09446;186
;;;1122;1,17250;10;;1122;1,09389;194
;;;1123;1,17182;8;;1123;1,09332;196
;;;1124;1,17114;9;;1124;1,09275;200
;;;1125;1,17046;11;;1125;1,09218;196
;;;1126;1,16978;14;;1126;1,09161;199
;;;1127;1,16910;18;;1127;1,09105;201
;;;1128;1,16843;19;;1128;1,09048;199
;;;1129;1,16775;22;;1129;1,08992;197
;;;1130;1,16707;21;;1130;1,08935;197
;;;1131;1,16640;20;;1131;1,08879;194
;;;1132;1,16573;20;;1132;1,08822;197
;;;1133;1,16505;19;;1133;1,08766;192
;;;1134;1,16438;17;;1134;1,08710;188
;;;1135;1,16371;16;;1135;1,08653;185
;;;1136;1,16304;12;;1136;1,08597;181
;;;1137;1,16237;11;;1137;1,08541;181
;;;1138;1,16170;12;;1138;1,08485;175
;;;1139;1,16103;12;;1139;1,08429;167
;;;1140;1,16036;10;;1140;1,08373;159
;;;1141;1,15970;10;;1141;1,08317;156
;;;1142;1,15903;10;;1142;1,08262;148
;;;1143;1,15837;10;;1143;1,08206;140
;;;1144;1,15770;11;;1144;1,08150;138
;;;1145;1,15704;12;;1145;1,08094;133
;;;1146;1,15637;12;;1146;1,08039;127
;;;1147;1,15571;15;;1147;1,07983;120
;;;1148;1,15505;16;;1148;1,07928;118
;;;1149;1,15439;17;;1149;1,07873;112
;;;1150;1,15373;16;;1150;1,07817;107
;;;1151;1,15307;14;;1151;1,07762;102
;;;1152;1,15241;15;;1152;1,07707;102
;;;1153;1,15175;14;;1153;1,07651;105
;;;1154;1,15110;11;;1154;1,07596;105
;;;1155;1,15044;13;;1155;1,07541;102
;;;1156;1,14978;13;;1156;1,07486;96
;;;1157;1,14913;14;;1157;1,07431;96
;;;1158;1,14848;15;;1158;1,07376;94
;;;1159;1,14782;15;;1159;1,07322;89
;;;1160;1,14717;13;;1160;1,07267;85
;;;1161;1,14652;16;;1161;1,07212;82
;;;1162;1,14587;18;;1162;1,07157;81
;;;1163;1,14522;22;;1163;1,07103;76
;;;1164;1,14457;20;;1164;1,07048;76
;;;1165;1,14392;20;;1165;1,06994;75
;;;1166;1,14327;20;;1166;1,06939;74
;;;1167;1,14262;21;;1167;1,06885;70
;;;1168;1,14198;21;;1168;1,06831;79
;;;1169;1,14133;16;;1169;1,06776;83
;;;1170;1,14069;13;;1170;1,06722;86
;;;1171;1,14004;11;;1171;1,06668;90
;;;1172;1,13940;9;;1172;1,06614;92
;;;1173;1,13875;10;;1173;1,06560;92
;;;1174;1,13811;8;;1174;1,06506;94
;;;1175;1,13747;10;;1175;1,06452;90
;;;1176;1,13683;9;;1176;1,06398;97
;;;1177;1,13619;7;;1177;1,06344;96
;;;1178;1,13555;7;;1178;1,06290;98
;;;1179;1,13491;4;;1179;1,06236;101
;;;1180;1,13427;7;;1180;1,06183;105
;;;1181;1,13364;10;;1181;1,06129;112
;;;1182;1,13300;15;;1182;1,06076;118
;;;1183;1,13236;15;;1183;1,06022;116
;;;1184;1,13173;14;;1184;1,05969;122
;;;1185;1,13109;13;;1185;1,05915;120
;;;1186;1,13046;13;;1186;1,05862;119
;;;1187;1,12983;13;;1187;1,05808;119
;;;1188;1,12920;12;;1188;1,05755;122
;;;1189;1,12856;8;;1189;1,05702;126
;;;1190;1,12793;6;;1190;1,05649;130
;;;1191;1,12730;8;;1191;1,05596;130
;;;1192;1,12667;8;;1192;1,05543;133
;;;1193;1,12604;6;;1193;1,05490;129
;;;1194;1,12542;8;;1194;1,05437;131
;;;1195;1,12479;9;;1195;1,05384;131
;;;1196;1,12416;9;;1196;1,05331;126
;;;1197;1,12354;10;;1197;1,05278;120
;;;1198;1,12291;10;;1198;1,05226;118
;;;1199;1,12229;10;;1199;1,05173;116
;;;1200;1,12166;10;;1200;1,05120;113
;;;1201;1,12104;13;;1201;1,05068;104
;;;1202;1,12042;13;;1202;1,05015;100
;;;1203;1,11980;12;;1203;1,04963;93
;;;1204;1,11918;10;;1204;1,04910;93
;;;1205;1,11855;13;;1205;1,04858;90
;;;1206;1,11793;13;;1206;1,04806;97
;;;1207;1,11732;13;;1207;1,04754;97
;;;1208;1,11670;11;;1208;1,04701;93
;;;1209;1,11608;13;;1209;1,04649;90
;;;1210;1,11546;13;;1210;1,04597;87
;;;1211;1,11485;13;;1211;1,04545;82
;;;1212;1,11423;14;;1212;1,04493;75
;;;1213;1,11362;15;;1213;1,04441;70
;;;1214;1,11300;13;;1214;1,04389;64
;;;1215;1,11239;16;;1215;1,04337;56
;;;1216;1,11178;18;;1216;1,04286;52
;;;1217;1,11116;16;;1217;1,04234;45
;;;1218;1,11055;15;;1218;1,04182;39
;;;1219;1,10994;14;;1219;1,04131;37
